"Address","Zip","2016-2020","2021-2025","change","perct_change"
"433 SAFFORD VIEW DR",37013,1,0,-1,-100
"4334 CORAL WAY",37204,1,0,-1,-100
"4340 CATO RD",37218,1,0,-1,-100
"4340 SNEED RD",37215,1,0,-1,-100
"4342 LEBANON PKE",37076,1,0,-1,-100
"4343 LEBANON PKE",37076,1,0,-1,-100
"4346 LEBANON PIKE",37076,1,0,-1,-100
"4348 CAMBRIDGE DR",37013,1,0,-1,-100
"435 CAPRI DR",37209,1,0,-1,-100
"435 HENEY DR",37214,1,0,-1,-100
"435 METROPLEX DR",37211,1,0,-1,-100
"435 W BEND DR",37209,1,0,-1,-100
"4351 PECAN VALLEY RD",37218,1,0,-1,-100
"4352 LEBANON PIKE",37076,1,0,-1,-100
"4355 GRAYS POINT RD",37080,1,0,-1,-100
"4356 OLD HICKORY BLVD",37138,1,0,-1,-100
"436 MURFREESBORO PKE",37210,1,0,-1,-100
"4360 CATO RD",37218,1,0,-1,-100
"437 BELLE POINTE DR",37221,1,0,-1,-100
"437 E OLD HICKORY BLVD",37115,1,0,-1,-100
"437 PATTERSON ST",37211,1,0,-1,-100
"438 EZELL PIKE",37217,1,0,-1,-100
"438 SHELBY AV",37206,1,0,-1,-100
"439 ADAIR RD",37214,1,0,-1,-100
"440 ALLIED DR",37211,2,1,-1,-50
"440 AMERICAN RD",37209,1,0,-1,-100
"4400 IDAHO AVE",37209,1,0,-1,-100
"4400 RIDGEFIELD WAY",37205,1,0,-1,-100
"4401 ANDREW JACKSON PKWY",37076,1,0,-1,-100
"4401 BENCH MARK DR",37013,1,0,-1,-100
"4401 LEBANON PIKE",37076,1,0,-1,-100
"4401 STENBERG RD",37189,1,0,-1,-100
"4401 TENNESSEE AV",37209,1,0,-1,-100
"4403 TENNESSEE AVE",37209,1,0,-1,-100
"4404 GRAYCROFT AVE",37216,1,0,-1,-100
"4405 ANDREW JACKSON PKWY",37076,1,0,-1,-100
"4407 NOLENSVILLE PIKE",37211,1,0,-1,-100
"4409 TENNESSEE AVE",37209,1,0,-1,-100
"441 JANETTE AV",37072,1,0,-1,-100
"441 MURFREESBORO PKE",37210,1,0,-1,-100
"4410 WARNER PL",37205,1,0,-1,-100
"4411 SOPER AVE",37204,1,0,-1,-100
"4413 TENNESSEE AVE",37209,1,0,-1,-100
"4415 DRY FORK RD",37189,1,0,-1,-100
"4417 CLARKSVILLE PKE",37218,1,0,-1,-100
"4417 LEALAND LN",37204,1,0,-1,-100
"4418 GRANNY WHITE PIKE",37204,1,0,-1,-100
"4420 TENNESSEE AV",37209,1,0,-1,-100
"4421 FROST ST",37214,1,0,-1,-100
"4421 S TRACE BLVD",37138,1,0,-1,-100
"4422 TENNESSEE AVE",37209,1,0,-1,-100
"4424 LEALAND LN",37204,1,0,-1,-100
"4425 GRANNY WHITE PIKE",37215,1,0,-1,-100
"4425 GRAYS POINT RD",37080,1,0,-1,-100
"4425 WINTON DR",37013,1,0,-1,-100
"4427 EATONS CREEK RD",37218,1,0,-1,-100
"4428 SHEPARD PL",37205,1,0,-1,-100
"443 THUNDERBIRD CT",37209,1,0,-1,-100
"4430 LEBANON PIKE",37076,1,0,-1,-100
"4431 TYNE BLVD",37215,1,0,-1,-100
"444 FOOTHILL DR",37217,1,0,-1,-100
"4450 GINA BROOKE DR",37076,1,0,-1,-100
"446 BROADMOOR DR",37216,1,0,-1,-100
"446 HENEY DR",37214,1,0,-1,-100
"446 JAMES ROBERTSON PKWY",37201,1,0,-1,-100
"446 MOSS TRL",37072,1,0,-1,-100
"4465 LAVERGNE COUCHVILLE PIKE",37013,1,0,-1,-100
"4477 FROST ST",37214,1,0,-1,-100
"448 2nd Ave",37214,1,0,-1,-100
"4487 GRAYS POINT RD",37080,1,0,-1,-100
"4487 POST PL",37205,1,0,-1,-100
"449 N 2ND ST",37207,1,0,-1,-100
"4491 LEBANON PKE",37076,1,0,-1,-100
"4495 LEBANON PIKE",37076,1,0,-1,-100
"44TH AV N / CHARLOTTE AV",37209,1,0,-1,-100
"44TH AV N / TENNESSEE AV",37209,1,0,-1,-100
"45 HICKORY HOLLOW PL",37013,1,0,-1,-100
"45 VANTAGE WAY",37228,5,4,-1,-20
"450 BAKERTOWN RD",37211,1,0,-1,-100
"450 JANETTE AV",37072,1,0,-1,-100
"4501 GALLATIN PIKE",37216,1,0,-1,-100
"4501 GALLATIN PKE",37216,1,0,-1,-100
"4502 PARK AV",37209,1,0,-1,-100
"4502 SAUNDERS AVE",37216,1,0,-1,-100
"4502 TENNESSEE AVE",37209,1,0,-1,-100
"4503 COLORADO AVE",37209,1,0,-1,-100
"4503 EVERETT DR",37215,1,0,-1,-100
"4504 XAVIER DR",37013,1,0,-1,-100
"4505 HARDING PIKE",37205,1,0,-1,-100
"4505 LAVERGNE COUCHVILLE PKE",37013,1,0,-1,-100
"4507 GRAYCROFT AV",37216,1,0,-1,-100
"4508 TENNESSEE AVE",37209,1,0,-1,-100
"4510 BROOKE VALLEY DR",37076,1,0,-1,-100
"4510 TENNESSEE AVE",37209,1,0,-1,-100
"4512 ILLINOIS AVE",37209,1,0,-1,-100
"4512 S TRACE BLVD",37138,1,0,-1,-100
"4512 XAVIER DR",37013,1,0,-1,-100
"4514 HARDING PIKE",37205,1,0,-1,-100
"4515 NOLENSVILLE PKE",37211,1,0,-1,-100
"4519 LEBANON PIKE",37076,1,0,-1,-100
"452 CARL MILLER DR",37211,1,0,-1,-100
"452 COLLINS PARK DR",37013,1,0,-1,-100
"4520 WOODSIDE DR",37138,1,0,-1,-100
"4523 ARTELIA DR",37013,1,0,-1,-100
"4523 NOLENSVILLE PIKE",37211,1,0,-1,-100
"4525 HARDING PIKE",37205,1,0,-1,-100
"4526 BROOKE VALLEY DR",37076,1,0,-1,-100
"4529 ANDREW JACKSON PKWY",37076,1,0,-1,-100
"4529 HUNTERS GREEN CIR",37013,1,0,-1,-100
"4530 HARDING PIKE",37205,1,0,-1,-100
"4532 ALCOTT DR",37215,1,0,-1,-100
"4538 BROOKE VALLEY DR",37076,1,0,-1,-100
"454 BREWER DR",37211,1,0,-1,-100
"454 SIENA DR",37205,1,0,-1,-100
"4543 BROOKE VALLEY DR",37076,1,0,-1,-100
"455 LONG HOLLOW PIKE",37072,1,0,-1,-100
"455 RURAL HILL RD",37217,1,0,-1,-100
"4553 RACCOON TRL",37076,1,0,-1,-100
"4560 HARDING PKE",37205,1,0,-1,-100
"4560 HARDING PL",37205,1,0,-1,-100
"4560 TROUSDALE DR",37211,1,0,-1,-100
"4565 HAMILTON LN",37013,1,0,-1,-100
"4568 HAMILTON LN",37013,1,0,-1,-100
"457 CEDARCLIFF RD",37013,1,0,-1,-100
"457 STAR BLVD",37115,1,0,-1,-100
"4571 CLARKSVILLE PIKE",37218,1,0,-1,-100
"4573 WINFIELD DR",37211,1,0,-1,-100
"458 CLAIRCREST DR",37013,1,0,-1,-100
"4583 CLARKSVILLE PKE",37218,1,0,-1,-100
"4593 XAVIER DR",37013,1,0,-1,-100
"45TH AV N / CHARLOTTE AVE",37209,1,0,-1,-100
"46 CONCORD PARK E",37205,1,0,-1,-100
"460 KNOLLS PL",37211,1,0,-1,-100
"460 LONG HOLLOW PKE",37072,1,0,-1,-100
"460 MURFREESBORO PIKE",37210,1,0,-1,-100
"460 RADNOR ST",37211,2,1,-1,-50
"4600 GEORGIA AVE",37209,1,0,-1,-100
"4600 WOODSIDE DR",37138,1,0,-1,-100
"4601 CHARLOTTE AV",37209,1,0,-1,-100
"4601 LEBANON PIKE",37076,3,2,-1,-33
"4601 LEBANON PKE",37076,1,0,-1,-100
"4601 PACKARD DR",37211,7,6,-1,-14
"4601 WOODSIDE DR",37138,1,0,-1,-100
"4602 TENNESSEE AVE",37209,1,0,-1,-100
"4603 FOREST RIDGE DR",37076,1,0,-1,-100
"4603 GALLATIN PKE",37216,1,0,-1,-100
"4604 CONWAY CT",37138,1,0,-1,-100
"4604 GALLATIN PIKE",37216,1,0,-1,-100
"4604 GALLATIN PKE",37216,1,0,-1,-100
"4604 PACKARD DR",37013,1,0,-1,-100
"4605 BILLINGSGATE RD",37013,1,0,-1,-100
"4608 FOREST RIDGE DR",37076,1,0,-1,-100
"4608 PACKARD DR",37013,1,0,-1,-100
"461 CATHY JO CIR",37211,1,0,-1,-100
"461 HICKORY GLADE DR",37013,1,0,-1,-100
"461 KOTHE CT",37013,1,0,-1,-100
"461 OLD HICKORY BLVD",37211,1,0,-1,-100
"461 PONDER PL",37228,1,0,-1,-100
"4610 CHARLOTTE AVE",37209,1,0,-1,-100
"4610 LOG CABIN RD",37216,1,0,-1,-100
"4613 ILLINOIS AVE",37209,1,0,-1,-100
"4615 ARTELIA DR",37013,1,0,-1,-100
"4619 BENTON SMITH RD",37215,1,0,-1,-100
"4621 LONG BR",37013,1,0,-1,-100
"4626 FOREST RIDGE DR",37076,1,0,-1,-100
"4626 WOODVIEW CIR",37138,1,0,-1,-100
"4629 BULL RUN RD",37015,1,0,-1,-100
"463 KOTHE CT",37013,1,0,-1,-100
"463 MYATT DR",37115,1,0,-1,-100
"4631 FOREST RIDGE DR",37076,1,0,-1,-100
"4633 CHUTNEY DR",37013,1,0,-1,-100
"4637 INDIAN SUMMER DR",37207,1,0,-1,-100
"4638 WRIGHT AV",37138,1,0,-1,-100
"4644 LONG BR",37013,1,0,-1,-100
"4648 CHUTNEY DR",37013,1,0,-1,-100
"4649 ARTELIA DR",37013,1,0,-1,-100
"465 DONELSON PKE",37214,1,0,-1,-100
"4653 WOODVIEW CIR",37138,1,0,-1,-100
"466 STAR BLVD",37115,1,0,-1,-100
"4668 FOREST RIDGE DR",37076,1,0,-1,-100
"4685 TROUSDALE DR",37204,1,0,-1,-100
"469 STEWARTS FERRY PKE",37214,1,0,-1,-100
"4694 ASHLAND CITY HWY",37209,1,0,-1,-100
"46TH AV N / CHARLOTTE AVE",37209,1,0,-1,-100
"46TH AV N / DELAWARE AV",37209,1,0,-1,-100
"47 E THOMPSON LN",37211,1,0,-1,-100
"4700 FRANKLIN PKE",37220,1,0,-1,-100
"4700 TENNESSEE AVE",37209,1,0,-1,-100
"4701 GALLATIN PIKE",37216,1,0,-1,-100
"4703 GRINSTEAD PL",37216,1,0,-1,-100
"4704 DELIA DR",37013,1,0,-1,-100
"4705 OLD HICKORY BLVD",37076,1,0,-1,-100
"4708 DELIA DR",37013,1,0,-1,-100
"4709 RICHMAR CT",37211,1,0,-1,-100
"4710 OLD HICKORY BLVD",37138,1,0,-1,-100
"4713 BRIARWOOD DR",37211,1,0,-1,-100
"4713 HICKORY WAY",37013,1,0,-1,-100
"4714 MICHIGAN AVE",37209,1,0,-1,-100
"4714 OLD HICKORY BLVD",37138,1,0,-1,-100
"4716 ARAPAHO BND",37013,1,0,-1,-100
"472 RADNOR ST",37211,1,0,-1,-100
"4720 APOLLO DR",37013,1,0,-1,-100
"4720 ASHLEY WAY",37076,1,0,-1,-100
"4720 LORI DR",37013,1,0,-1,-100
"4723 ANDREW JACKSON PKWY",37076,1,0,-1,-100
"4724 ROCKLAND TRL",37013,1,0,-1,-100
"4725 ARAPAHO BND",37013,2,1,-1,-50
"4725 DEBRA DR",37013,1,0,-1,-100
"4725 GREYSTONE ST",37013,1,0,-1,-100
"4725 MINERS CV",37013,1,0,-1,-100
"4726 LEBANON PKE",37076,1,0,-1,-100
"4728 VOLUNTEER DR",37013,1,0,-1,-100
"4731 BACKSTRETCH BLVD",37013,1,0,-1,-100
"4733 ARAPAHO BND",37211,1,0,-1,-100
"474 COLLINS PARK DR",37013,1,0,-1,-100
"4745 TERRAGON TRL",37013,1,0,-1,-100
"4749 MINERS CV",37013,1,0,-1,-100
"475 ROCHELLE DR",37220,1,0,-1,-100
"4750 KENNYSAW DR",37138,1,0,-1,-100
"4751 LEBANON PIKE",37076,1,0,-1,-100
"4752 ASHLAND CITY HWY",37218,1,0,-1,-100
"476 BRENTLAWN DR",37220,1,0,-1,-100
"4762 CASCADE DR",37076,1,0,-1,-100
"477 SUNLINER DR",37209,1,0,-1,-100
"4779 GRAYS POINT RD",37080,1,0,-1,-100
"478 N 2ND ST",37207,1,0,-1,-100
"478 RADNOR ST",37211,1,0,-1,-100
"4784 REISCHA DR",37211,1,0,-1,-100
"4784 WHITES CREEK PKE",37189,1,0,-1,-100
"4785 TERRAGON TRL",37013,1,0,-1,-100
"4786 TRENTON DR",37076,1,0,-1,-100
"479 WESTCREST DR",37211,1,0,-1,-100
"47TH AV N / ALABAMA AVE",37209,1,0,-1,-100
"48 MUSIC SQ E",37203,1,0,-1,-100
"480 CLEARWATER DR",37217,1,0,-1,-100
"4800 CITRUS DR",37211,1,0,-1,-100
"4800 GALLATIN PKE",37216,1,0,-1,-100
"4800 TRANHAM RD",37189,2,1,-1,-50
"4801 BOWFIELD DR",37013,1,0,-1,-100
"4801 FOLEY DR",37211,1,0,-1,-100
"4801 GALLATIN PIKE",37216,1,0,-1,-100
"4801 MICHIGAN AVE",37209,1,0,-1,-100
"4801 WALES CT",37211,1,0,-1,-100
"4803 SHIRMAR DR",37211,1,0,-1,-100
"4805 AARON DR",37013,1,0,-1,-100
"4805 WYOMING AVE",37209,1,0,-1,-100
"4807 GALLATIN PKE",37216,1,0,-1,-100
"4808 CONCORD DR",37076,1,0,-1,-100
"4808 ILLINOIS AVE",37209,1,0,-1,-100
"4808 LINDELL ST",37216,1,0,-1,-100
"4809 BOWFIELD DR",37013,1,0,-1,-100
"4809 CATSKILL DR",37138,1,0,-1,-100
"4809 CITRUS DR",37211,1,0,-1,-100
"481 BROADWELL DR",37220,1,0,-1,-100
"481 MOUNTAINHIGH DR",37013,1,0,-1,-100
"4812 BLUE SPRING DR",37211,1,0,-1,-100
"4812 BOWFIELD DR",37013,1,0,-1,-100
"4813 BRIARWOOD DR",37211,1,0,-1,-100
"4813 TANGLEWOOD DR",37216,1,0,-1,-100
"4814 APOLLO DR",37013,1,0,-1,-100
"4815 FRANKLIN PIKE",37220,1,0,-1,-100
"4815 NOLENSVILLE PIKE",37211,1,0,-1,-100
"4816 EATONS CREEK RD",37218,1,0,-1,-100
"4816 SMOKEY DR",37138,1,0,-1,-100
"4817 AARON DR",37013,1,0,-1,-100
"4817 LINBAR DR",37211,1,0,-1,-100
"482 DOVER GLEN DR",37013,1,0,-1,-100
"482 ELYSIAN FIELDS RD",37211,1,0,-1,-100
"482 FLINTLOCK CT",37217,1,0,-1,-100
"4824 BOWFIELD DR",37013,1,0,-1,-100
"4824 ENOCH DR",37211,1,0,-1,-100
"4824 TRUMPET CIR",37218,1,0,-1,-100
"4825 CONCORD DR",37076,1,0,-1,-100
"4827 LEBANON PKE",37138,1,0,-1,-100
"4828 CORNING DR",37211,1,0,-1,-100
"4829 BARCLAY SQUARE DR",37013,1,0,-1,-100
"4829 HIGHLANDER CV",37013,1,0,-1,-100
"4830 FOLEY DR",37211,1,0,-1,-100
"4831 HOPEDALE DR",37211,1,0,-1,-100
"4834 LINDELL ST",37216,1,0,-1,-100
"4835 OLD HICKORY BLVD",37218,1,0,-1,-100
"4835 SHSHONE DR",37138,1,0,-1,-100
"4840 BARCLAY SQUARE DR",37013,1,0,-1,-100
"4841 CIMARRON WAY",37013,1,0,-1,-100
"4843 NOLENSVILLE PIKE",37211,1,0,-1,-100
"4844 WHITTIER DR",37138,1,0,-1,-100
"4848 TORBAY DR",37211,1,0,-1,-100
"4849 CASCADE DR",37138,1,0,-1,-100
"4852 CIMARRON WAY",37013,2,1,-1,-50
"4852 LICKTON PIKE",37189,1,0,-1,-100
"4864 MCCOOL RD",37218,1,0,-1,-100
"4865 RAINER DR",37138,1,0,-1,-100
"487 OLD HICKORY BLVD",37209,1,0,-1,-100
"4873 PEPPERTREE DR",37013,1,0,-1,-100
"4887 LITTLE MARROWBONE RD",37015,1,0,-1,-100
"49 CARROLL ST",37210,1,0,-1,-100
"490 MILLWOOD DR",37217,1,0,-1,-100
"4900 BRIARWOOD DR",37211,1,0,-1,-100
"4900 FRANKLIN PKE",37220,1,0,-1,-100
"4900 RIPPLE CV",37013,1,0,-1,-100
"4901 BOYD DR",37218,1,0,-1,-100
"4901 NOLENSVILLE PIKE",37211,1,0,-1,-100
"4901 NOLENSVILLE PKE",37211,1,0,-1,-100
"4902 LOG CABIN RD",37216,1,0,-1,-100
"4903 ILLINOIS AV",37209,1,0,-1,-100
"4905 KILIMANJARO DR",37138,1,0,-1,-100
"4905 VISTAVIEW DR",37218,1,0,-1,-100
"4906 SHERMAN OAKS DR",37211,1,0,-1,-100
"4908 YORKTOWN RD",37211,1,0,-1,-100
"491 CRAIGHEAD ST",37204,1,0,-1,-100
"4910 LINBAR DR",37211,1,0,-1,-100
"4911 ILLINOIS AV",37209,1,0,-1,-100
"4913 ALGONQUIN TRL",37013,1,0,-1,-100
"4913 SHADOWLAWN DR",37076,1,0,-1,-100
"4916 BARCLAY SQUARE DR",37013,1,0,-1,-100
"4916 OTTENVILLE AVE",37013,1,0,-1,-100
"4916 PACKARD DR",37013,1,0,-1,-100
"4916 SHADOWLAWN DR",37076,1,0,-1,-100
"4917 TENNESSEE AVE",37209,1,0,-1,-100
"4920 LEESA ANN LN",37076,1,0,-1,-100
"4920 OLD HICKORY BLVD",37076,1,0,-1,-100
"4920 PACKARD DR",37013,1,0,-1,-100
"4924 SCOTTS CREEK PKWY",37076,1,0,-1,-100
"4925 BARELLA DR",37013,1,0,-1,-100
"4926 BARELLA DR",37013,1,0,-1,-100
"4927 EDMONDSON PKE",37211,1,0,-1,-100
"4928 EDMONDSON PKE",37211,1,0,-1,-100
"4928 JONQUIL DR",37211,1,0,-1,-100
"4929 SHADOWLAWN DR",37076,1,0,-1,-100
"4930 CLARKSVILLE PIKE",37189,1,0,-1,-100
"4932 ALEXIS DR",37013,1,0,-1,-100
"4936 THOROUGHBRED LN",37027,1,0,-1,-100
"4937 HICKORY WOODS E",37013,1,0,-1,-100
"4937 LAWS RD",37189,1,0,-1,-100
"4941 PACKARD DR",37211,1,0,-1,-100
"4942 OTTENVILLE AVE",37013,1,0,-1,-100
"4944 BARELLA DR",37013,1,0,-1,-100
"4948 BARELLA DR",37013,1,0,-1,-100
"495 MYATT DR",37115,1,0,-1,-100
"4950 LINBAR DR",37211,1,0,-1,-100
"4950 RAWLINGS RD",37080,1,0,-1,-100
"4953 ASHLAND CITY HWY",37218,1,0,-1,-100
"4956 LAWS RD",37189,1,0,-1,-100
"4957 BARELLA DR",37013,1,0,-1,-100
"4978 KAREN RAY DR",37013,1,0,-1,-100
"4988 EDMONDSON PIKE",37211,1,0,-1,-100
"499 CRUTCHER ST",37213,1,0,-1,-100
"4998 CLARKSVILLE PIKE",37189,1,0,-1,-100
"49TH AV N / ALABAMA AVE",37209,1,0,-1,-100
"49TH AV N / GEORGIA AVE",37209,1,0,-1,-100
"4TH AV / MAPLE ST",37115,1,0,-1,-100
"4TH AV N / DEADERICK ST",37219,1,0,-1,-100
"4TH AV N / UNION ST",37219,1,0,-1,-100
"4TH AV S / CAMERON ST",37210,1,0,-1,-100
"4TH AV S / CHESTNUT ST",37203,1,0,-1,-100
"4TH AV S / ELM ST",37210,1,0,-1,-100
"4TH AV S / LAFAYETTE ST",37210,1,0,-1,-100
"4TH AV S / PEABODY ST",37201,1,0,-1,-100
"5 DUNCAN ST",37210,1,0,-1,-100
"5 UNIVERSITY CT",37210,1,0,-1,-100
"50 CENTURY BLVD",37214,1,0,-1,-100
"50 VISCO CT",37210,1,0,-1,-100
"500 5TH AVE N",37219,1,0,-1,-100
"500 AMERICAN RD",37209,1,0,-1,-100
"500 BRIGHTON PL",37205,1,0,-1,-100
"500 DEADERICK ST",37243,1,0,-1,-100
"500 E OLD HICKORY BLVD",37115,2,1,-1,-50
"500 ELMINGTON AVE",37205,3,2,-1,-33
"500 LAFAYETTE ST",37203,1,0,-1,-100
"500 MAY DR",37115,1,0,-1,-100
"500 MYATT DR",37115,1,0,-1,-100
"500 OCALA DR",37211,2,1,-1,-50
"500 OLEN TAYLOR DR",37217,1,0,-1,-100
"500 PICCADILLY ROW",37013,3,2,-1,-33
"500 RUSSELL ST",37206,1,0,-1,-100
"500 S CARTWRIGHT ST",37072,2,1,-1,-50
"500 SHELBY AV",37206,1,0,-1,-100
"500 SPENCE LN",37210,1,0,-1,-100
"500 W CAMPBELL RD",37072,1,0,-1,-100
"5000 ARROGATE DR",37013,1,0,-1,-100
"5000 DANBY DR",37211,1,0,-1,-100
"5000 HARDING PL",37211,1,0,-1,-100
"5000 OLD HICKORY BLVD",37076,2,1,-1,-50
"5000 PARK AVE",37209,1,0,-1,-100
"5000 TRAILWATER DR",37013,1,0,-1,-100
"5002 HARDING PL",37211,1,0,-1,-100
"5003 LINBAR DR",37211,5,4,-1,-20
"5004 BULL RUN RD",37015,1,0,-1,-100
"5005 HIGHLANDER DR",37013,1,0,-1,-100
"5005 LUKER LN",37013,1,0,-1,-100
"5005 STONEMEADE DR",37221,1,0,-1,-100
"5008 HIGHLANDER DR",37013,1,0,-1,-100
"5009 COUNTRYSIDE DR",37013,1,0,-1,-100
"501 28TH AV N",37209,1,0,-1,-100
"501 CHARLES DR",37115,1,0,-1,-100
"501 CUMBERLAND AV",37115,1,0,-1,-100
"501 E TRINITY LN",37207,1,0,-1,-100
"501 ERMAC DR",37214,3,2,-1,-33
"501 GALLATIN AVE",37206,1,0,-1,-100
"501 HICKORY TRAIL DR",37209,1,0,-1,-100
"501 LANDAU DR",37209,1,0,-1,-100
"501 MAIN ST",37206,2,1,-1,-50
"501 MERIDIAN ST",37207,1,0,-1,-100
"501 OLD HICKORY BLVD W",37115,1,0,-1,-100
"501 PARK CENTER DR",37205,1,0,-1,-100
"501 PENNINGTON AVE",37206,1,0,-1,-100
"501 RIVERGATE MEADOWS DR",37072,1,0,-1,-100
"501 ROOSEVELT AV",37115,1,0,-1,-100
"501 SHAWA TRL",37013,1,0,-1,-100
"501 WESLEY AVE",37207,1,0,-1,-100
"501 WOODSHIRE DR",37072,1,0,-1,-100
"5010 KENTUCKY AV",37209,1,0,-1,-100
"5010 OLD HICKORY BLVD",37076,2,1,-1,-50
"5011 BREWER CT",37211,1,0,-1,-100
"5011 Rawlings Rd.",37080,1,0,-1,-100
"5012 OLD HICKORY BLVD",37076,2,1,-1,-50
"5014 BONNAVISTA DR",37076,1,0,-1,-100
"5014 BONNAWELL DR",37076,1,0,-1,-100
"5016 RAGLAND DR",37220,1,0,-1,-100
"5016 TULIP GROVE LN",37076,1,0,-1,-100
"502 BRIDGEWAY AVE",37138,1,0,-1,-100
"502 CHANDLER PL",37076,1,0,-1,-100
"502 CROLEY DR",37209,1,0,-1,-100
"502 E ANGELA CIR",37072,1,0,-1,-100
"502 E IRIS DR",37204,1,0,-1,-100
"502 UTLEY DR",37072,1,0,-1,-100
"5020 GRANNY WHITE PKE",37220,1,0,-1,-100
"5020 MANUEL DR",37211,1,0,-1,-100
"5023 OLD HICKORY BLVD",37076,1,0,-1,-100
"5024 HIGHLANDER DR",37013,1,0,-1,-100
"5025 MADELINE DR",37211,1,0,-1,-100
"5026 BONNAMEADE DR",37076,2,1,-1,-50
"5029 MARC DR",37211,1,0,-1,-100
"503 COFFEE ST",37208,1,0,-1,-100
"503 SPRUCE ST",37203,1,0,-1,-100
"503 VANDERHORST DR",37207,2,1,-1,-50
"503 YELLOWSTONE CT",37013,1,0,-1,-100
"5031 HILLSBORO PIKE",37215,1,0,-1,-100
"5032 BONNAMEADE DR",37076,1,0,-1,-100
"5034 CLARKSVILLE PKE",37189,1,0,-1,-100
"5035 HARDING PL",37211,1,0,-1,-100
"5035 MONTCLAIR DR",37211,1,0,-1,-100
"5036 JOHN HAGAR RD",37076,1,0,-1,-100
"5038 CLARKSVILLE PIKE",37189,1,0,-1,-100
"5038 CLARKSVILLE PKE",37189,1,0,-1,-100
"504 CHANDLER PL",37076,1,0,-1,-100
"504 CUNNIFF PKWY",37072,1,0,-1,-100
"504 DANVILLE PT",37027,1,0,-1,-100
"504 DEBBIE DR",37076,1,0,-1,-100
"504 HIDDEN HILL DR",37076,1,0,-1,-100
"504 HOGAN RD",37220,1,0,-1,-100
"504 HOMEY DR",37013,1,0,-1,-100
"504 MASON LN",37072,1,0,-1,-100
"504 REISCHA SUE CIR",37211,1,0,-1,-100
"504 SHAKER CT",37013,1,0,-1,-100
"504 SPRUCE ST",37203,1,0,-1,-100
"504 UTLEY DR",37072,1,0,-1,-100
"5047 JOHN HAGAR RD",37076,1,0,-1,-100
"5048 STREAMFIELD PASS",37013,1,0,-1,-100
"5049 LUKER LN",37013,1,0,-1,-100
"505 ARBOR RIDGE DR",37013,1,0,-1,-100
"505 BELLE MEADE BLVD",37205,1,0,-1,-100
"505 CAMDEN DR",37211,1,0,-1,-100
"505 DEADERICK ST",37243,1,0,-1,-100
"505 DOUGLAS AV",37207,1,0,-1,-100
"505 GALLATIN PIKE S",37115,1,0,-1,-100
"505 GLENPARK DR",37217,1,0,-1,-100
"505 GRANWOOD BLVD",37138,1,0,-1,-100
"505 HAYNES ST",37207,1,0,-1,-100
"505 LESLIE ANN CT",37076,1,0,-1,-100
"505 MCDONALD DR",37217,1,0,-1,-100
"505 MONICA AV",37072,1,0,-1,-100
"505 MYSTIC HILL DR",37072,1,0,-1,-100
"505 RALIEGH DR",37076,1,0,-1,-100
"505 SCHOONER CV",37076,1,0,-1,-100
"5050 HICKORY HOLLOW PKWY",37013,1,0,-1,-100
"5052 CHADFIELD WAY",37013,1,0,-1,-100
"5054 MOUNTAIN SPRINGS RD",37013,1,0,-1,-100
"5056 MOUNTAIN SPRINGS RD",37013,1,0,-1,-100
"506 36TH AVE N",37209,1,0,-1,-100
"506 ARRINGTON ST",37207,1,0,-1,-100
"506 CHURCH ST",37219,1,0,-1,-100
"506 FOREST POINTE PL",37013,1,0,-1,-100
"506 LANDON DR",37220,1,0,-1,-100
"506 MYSTIC HILL DR",37072,1,0,-1,-100
"506 W DUE WEST AVE",37115,1,0,-1,-100
"5060 MEGAN DR",37076,1,0,-1,-100
"507 EDMONSON CIR",37211,1,0,-1,-100
"507 FATHERLAND ST",37206,1,0,-1,-100
"507 S 6TH ST",37206,1,0,-1,-100
"507 STEVENSON ST",37209,1,0,-1,-100
"507 SWINGING BRIDGE RD",37138,1,0,-1,-100
"5077 LAKEVIEW DR",37220,1,0,-1,-100
"5078 MT VIEW RD",37013,1,0,-1,-100
"508 CANTON PASS",37115,1,0,-1,-100
"508 DUPONT AV",37115,1,0,-1,-100
"508 HOGAN RD",37220,1,0,-1,-100
"508 NORTHCREST DR",37211,1,0,-1,-100
"508 RIVERCHASE BLVD",37115,1,0,-1,-100
"508 RIVERWAY COVE LN",37138,1,0,-1,-100
"508 SOUTHGATE AVE",37203,1,0,-1,-100
"509 ALTA LOMA RD",37072,1,0,-1,-100
"509 BRICK CHURCH LN",37189,1,0,-1,-100
"509 CHAPARAL CT",37013,1,0,-1,-100
"509 COMBS TER",37207,1,0,-1,-100
"509 GRACEWOOD GRV",37013,1,0,-1,-100
"509 KEETON AVE",37138,1,0,-1,-100
"509 MOORE AVE",37203,1,0,-1,-100
"509 OLD TOWNE DR",37027,1,0,-1,-100
"509 PASCAL CT",37207,1,0,-1,-100
"509 TALL TREES LN",37209,1,0,-1,-100
"5093 SMITH SPRINGS PKWY",37013,1,0,-1,-100
"51 CARROLL ST",37210,1,0,-1,-100
"510 BISMARK DR",37210,1,0,-1,-100
"510 BRICK CHURCH PARK DR",37207,1,0,-1,-100
"510 DAVIDSON ST",37213,1,0,-1,-100
"510 DR D B TODD JR BLVD",37203,1,0,-1,-100
"510 FRANKLIN LIMESTONE RD",37217,1,0,-1,-100
"510 HARDING PL",37211,1,0,-1,-100
"510 N DUPONT AVE",37115,1,0,-1,-100
