"Address","total_calls","first_call","last_call","Zip","median_age"
"316 RURAL HILL RD",3,2024-01-26,2024-08-09,37217,31
"317 W TRINITY LN",3,2021-08-28,2025-06-21,37207,42
"319 S 4TH ST",3,2024-02-09,2024-02-24,37206,40
"32 ASBURY CT",3,2022-11-16,2025-11-19,37076,64.5
"3200 DICKERSON PIKE",3,2025-04-27,2025-07-13,37207,21
"3205 CONVISER DR",3,2021-03-26,2021-08-06,37207,53
"3208 MAYER LN",3,2021-02-16,2021-11-17,37218,31.5
"3216 GRACE CREST PT",3,2024-02-26,2025-02-03,37217,32
"322 BROADWAY",3,2022-04-19,2025-07-11,37201,33
"323 OPRY MILLS DR",3,2022-05-12,2025-01-11,37115,40
"3236 CLARKSVILLE PIKE",3,2024-01-22,2025-03-25,37218,35
"3245 NEW TOWNE RD",3,2024-05-09,2024-09-16,37013,23
"328 FAIRLANE DR",3,2024-07-23,2025-02-17,37211,18.5
"3300 MURFREESBORO PIKE",3,2024-04-18,2024-10-26,37013,24.5
"3308 LEBANON PIKE",3,2022-05-24,2024-07-04,37076,35
"331 GALLATIN PIKE N",3,2021-10-18,2025-01-30,37115,48
"3317 COCOA DR",3,2021-12-26,2022-05-20,37218,33
"3320 DICKERSON PIKE",3,2021-04-06,2022-01-20,37207,40.5
"336 HARDING PL",3,2022-05-02,2025-08-12,37211,38
"3403 OAK CLIFF DR",3,2021-06-15,2021-11-04,37214,27
"3405 OLD ANDERSON RD",3,2021-03-12,2022-10-21,37013,71
"3409 GALLATIN PIKE",3,2021-07-15,2025-05-31,37216,35
"341 MONACO DR",3,2021-01-10,2025-12-20,37076,34
"35 LINDSLEY AVE",3,2024-10-14,2025-05-18,37210,30
"3500 MURFREESBORO PIKE",3,2022-08-07,2024-12-14,37013,32
"3501 CLARE AVE",3,2021-03-17,2024-03-27,37209,19
"3509 MAYS ST",3,2021-07-17,2022-01-08,37211,31
"3514 SAINDON ST",3,2024-01-06,2024-02-02,37211,34
"3555 BELL RD",3,2021-06-14,2021-08-26,37214,32.5
"3604 FAIRVIEW DR",3,2021-05-18,2022-01-06,37218,39
"3635 REDMON ST",3,2021-03-28,2022-01-03,37209,25
"370 OAKLEY DR",3,2022-09-13,2024-12-08,37211,44
"3705 VILLAGE TRL",3,2021-01-17,2025-03-31,37207,23
"3708 FOLKSTONE DR",3,2021-09-08,2021-10-11,37013,41
"3710 N NATCHEZ CT",3,2021-04-26,2021-08-10,37211,68
"3715 FOLKSTONE DR",3,2024-12-10,2025-04-27,37013,23
"3737 BELL RD",3,2021-01-30,2025-08-16,37214,35
"3752 SPRINGWATER DR",3,2022-02-14,2022-09-20,37221,36
"3812 HILLSBORO PIKE",3,2022-05-16,2024-05-10,37215,15
"3815 NOLENSVILLE PIKE",3,2021-11-25,2025-04-25,37211,30
"3819 E RIDGE DR",3,2025-04-02,2025-09-03,37211,43
"3819 EAST RIDGE DR",3,2021-03-25,2021-08-16,37211,24
"3855 BELL RD",3,2022-03-08,2025-09-17,37076,29
"3880 DICKERSON PIKE",3,2021-09-09,2025-09-05,37207,42
"3908 DICKERSON PIKE",3,2022-09-26,2025-07-02,37207,64
"3939 HILLSBORO CIR",3,2022-04-24,2024-12-10,37215,58
"3RD AVE S & DEMONBREUN ST",3,2024-02-03,2025-08-07,37201,26
"3RD AVE S / MOLLOY ST",3,2021-09-10,2022-09-23,37201,47.5
"4 ACADEMY PL",3,2022-08-17,2025-03-28,37210,31
"400 DR MARTIN L KING JR BLVD(WEGO)",3,2024-10-23,2025-03-24,37219,31
"400 TULIP GROVE RD",3,2021-10-12,2025-12-25,37076,33
"4000 ANDERSON RD",3,2024-08-09,2025-05-30,37217,30.5
"4000 GALLATIN PIKE",3,2021-07-07,2024-01-21,37216,43
"4008 GALLATIN PIKE",3,2025-07-09,2025-07-14,37216,57
"401 11TH AVE S",3,2022-02-14,2024-12-30,37203,27
"401 KOREAN VETERANS BLVD",3,2021-10-08,2022-10-22,37201,21
"401 MYATT DR",3,2022-08-29,2025-10-20,37115,48
"403 AMBERWOOD CIR",3,2025-08-24,2026-01-01,37221,54
"4042 SHURGARD WAY",3,2024-12-27,2025-04-30,NA,65
"405 GREGG CT",3,2022-05-18,2022-12-13,37217,34
"4060 ANDERSON RD",3,2022-05-14,2025-08-09,37076,39
"4092 MURFREESBORO PIKE",3,2021-08-11,2022-06-19,37013,56
"4097 NOLENSVILLE PIKE",3,2024-01-25,2025-04-15,37211,35
"410 METROPLEX DR",3,2024-09-17,2025-10-02,37211,42.5
"4101 LEBANON PIKE",3,2021-03-20,2024-03-29,37076,42.5
"411 E OLD HICKORY BLVD",3,2021-03-24,2021-11-16,37115,37
"411 HARDING PL",3,2021-11-09,2024-04-12,37211,27
"411 METROPLEX DR",3,2021-02-14,2025-06-28,37211,41
"412 ROYAL PKWY",3,2022-09-02,2024-06-13,37214,28.5
"4121 LEBANON PIKE",3,2021-11-15,2022-12-21,37076,47
"415 GALLATIN PIKE N",3,2021-05-03,2025-06-07,37115,37
"418 BROADWAY",3,2022-12-29,2025-04-17,37203,30
"420 WALTON LN",3,2021-02-19,2024-02-24,37115,51
"4201 GALLATIN PIKE",3,2021-02-08,2025-12-27,37216,42
"421 BROADWAY",3,2021-08-10,2024-12-15,37203,43.5
"421 OCALA DR",3,2022-03-27,2024-08-15,37211,98
"423 BROADWAY",3,2024-07-19,2025-05-17,37203,33
"426 CHESTNUT ST",3,2021-10-29,2022-01-30,37203,48
"431 OCALA DR",3,2024-04-15,2025-02-16,37211,77
"4312 GALLATIN PIKE",3,2022-07-23,2025-06-16,37216,54
"4343 ASHLAND CITY HWY",3,2021-10-19,2025-09-10,37218,47.5
"4347 LEBANON PIKE",3,2021-10-11,2022-11-29,37076,63
"440 HARDING PL",3,2022-05-30,2022-09-18,37211,38
"4406 CENTRAL VALLEY DR",3,2021-05-02,2021-11-24,37076,23
"4471 CATO RD",3,2021-01-15,2024-04-30,37218,44
"449 DENNIS DR",3,2024-01-17,2024-05-19,37207,47
"4500 TENNESSEE AVE",3,2024-03-01,2024-03-23,37209,35
"459 MYATT DR",3,2022-07-27,2024-12-06,37115,38.5
"4601 ALABAMA AVE",3,2022-03-20,2024-10-04,37209,37
"4711 CHARLOTTE AVE",3,2021-04-11,2024-07-27,37209,43
"472 TIMMONS ST",3,2021-05-17,2025-09-02,37211,40
"4820 FRANKLIN PIKE",3,2024-01-24,2025-03-03,37220,16.5
"4831 NOLENSVILLE PIKE",3,2021-07-18,2024-12-26,37211,19.5
"4880 NOLENSVILLE PIKE",3,2024-06-29,2025-03-29,37211,34
"4905 EDMONDSON PIKE",3,2022-06-06,2024-06-05,37211,40
"50 AIRWAYS BLVD",3,2025-05-02,2025-12-17,37214,26
"500 HICKORY HILLS BLVD",3,2022-01-28,2024-04-19,37189,36
"5002 BROADWAY PL",3,2022-05-29,2025-05-17,37203,41.5
"501 FOREST PARK RD",3,2021-11-12,2022-02-20,37115,30
"501 REP JOHN LEWIS WAY S",3,2021-06-06,2025-04-12,37203,40
"5011 RAWLINGS RD",3,2022-05-12,2022-11-23,37080,61
"5013 SUNSHINE DR",3,2025-05-14,2025-05-16,37013,50
"5025 OLD HICKORY BLVD",3,2021-03-29,2024-12-11,37076,38
"504 NAWAKWA TRL",3,2024-01-15,2024-07-20,37115,43
"504 RED HILL CT",3,2024-08-21,2025-01-28,37013,38.5
"504 S 6TH ST",3,2021-03-04,2022-10-20,37206,50.5
"5042 LINBAR DR",3,2022-10-27,2025-11-10,37211,39
"5069 BROADWAY PL",3,2022-11-16,2025-10-19,37203,40.5
"508 VALOR WAY",3,2021-03-13,2022-07-22,37013,39
"510 BASSWOOD AVE",3,2022-11-02,2024-09-30,37209,40
"510 W TRINITY LN",3,2024-02-20,2025-10-06,37207,14
"510 WOODLAND ST",3,2022-05-01,2024-10-27,37206,28
"512 OLD HICKORY BLVD",3,2022-11-12,2025-07-15,37209,33
"514 S 6TH ST",3,2021-08-01,2024-12-09,37206,43
"5141 ROXBOROUGH DR",3,2021-07-19,2022-12-18,37076,59
"515 MADISON ST",3,2021-03-24,2025-10-13,37208,31
"516 LEA AVE",3,2022-04-19,2024-11-16,37203,33
"5170 HICKORY HOLLOW PKWY",3,2021-03-22,2022-09-05,37013,29
"518 CHANDLER PL",3,2021-06-18,2022-07-12,37076,38
"520 CHURCH ST",3,2024-01-28,2025-04-08,37072,26
"5211 HICKORY HOLLOW PKWY",3,2022-10-10,2024-08-23,37013,33
"5225 OLD HICKORY BLVD",3,2021-03-17,2025-09-30,37076,33.5
"5320 CHARLOTTE AVE",3,2021-02-08,2025-02-28,37209,36
"5344 SUNNYVALE DR",3,2022-10-14,2024-08-23,37013,47
"536 AMQUIWOOD CT",3,2024-09-08,2025-01-07,37115,63
"550 DONELSON PIKE",3,2021-02-22,2025-08-30,37214,38.5
"5501 CLARKSVILLE PIKE",3,2021-10-26,2022-11-02,37080,25
"552 GLASTONBURY RD",3,2024-04-01,2025-04-27,37217,59
"5520 KENTUCKY AVE",3,2021-06-17,2022-11-11,37209,44
"5520 NOLENSVILLE PIKE",3,2021-02-13,2022-08-15,37211,24
"553 JUDD DR",3,2021-01-31,2025-02-23,37218,61
"5600 OBRIEN AVE",3,2022-01-17,2024-09-16,37209,30.5
"561 OWENDALE DR",3,2021-04-13,2024-04-18,37013,36
"5621 FRANKLIN PIKE",3,2021-05-27,2022-03-01,37027,41
"5656 OLD HICKORY BLVD",3,2021-03-11,2021-07-25,37076,38
"570 CHURCH ST E",3,2022-03-17,2025-03-17,37027,22.5
"570 MCMURRAY DR",3,2021-07-19,2024-06-16,37211,22
"5701 EDMONDSON PIKE",3,2022-09-14,2024-05-11,37211,40
"5731 RIVER RD",3,2021-12-09,2022-10-31,37209,42.5
"585 STEWARTS FERRY PIKE",3,2021-10-25,2022-09-26,37214,34
"5851 OLD HICKORY BLVD",3,2021-06-25,2025-08-15,37076,45.5
"590 JOSEPH AVE",3,2021-10-22,2021-11-05,37207,57
"6 UNIVERSITY CT",3,2022-03-05,2024-12-21,37210,37
"600 CREATIVE WAY",3,2024-06-23,2025-08-20,37115,15
"600 ERMAC DR",3,2024-09-12,2025-05-06,37214,49.5
"600 ROTHWOOD AVE",3,2024-01-15,2025-11-27,37115,23
"602 E OLD HICKORY BLVD",3,2021-03-12,2025-06-19,37115,34
"608 S 6TH ST",3,2021-06-21,2024-09-17,37206,31
"610 DEW ST",3,2021-09-04,2024-05-05,37206,33.5
"612 S 7TH ST",3,2021-05-30,2024-09-19,37206,30
"6128 STILLMEADOW DR",3,2021-11-12,2022-10-20,37211,33
"615 LENORE ST",3,2022-03-05,2025-06-28,37206,38.5
"620 GALLATIN PIKE S",3,2022-06-22,2024-07-02,37115,47
"620 ROYAL PKWY",3,2021-10-29,2022-07-26,37214,32
"621 S 7TH ST",3,2024-01-14,2024-09-14,37206,53
"622 3RD AVE S",3,2024-04-14,2024-05-22,37210,51
"622 OCALA DR",3,2021-07-31,2021-12-24,37211,31
"623 HARDING PL",3,2021-03-18,2022-01-02,37211,31
"623 WHISPERING HILLS DR",3,2022-06-02,2022-09-23,37211,48.5
"626 CHARLES E DAVIS BLVD",3,2022-04-24,2024-09-07,37210,31
"628 S 7TH ST",3,2021-07-09,2025-01-15,37206,30
"630 GALLATIN PIKE S",3,2022-10-13,2024-05-23,37115,42
"631 S 7TH ST",3,2021-01-31,2024-08-31,37206,41
"6315 PETTUS RD",3,2021-03-17,2022-11-11,37013,30
"6319 CHARLOTTE PIKE",3,2021-07-30,2025-02-23,37209,36
"6369 IVY ST",3,2021-01-30,2025-08-28,37209,33
"641 S 7TH ST",3,2024-02-17,2024-08-15,37206,39
"643 S 7TH ST",3,2024-07-28,2025-07-28,37206,39
"644 GLASTONBURY RD",3,2024-07-12,2025-02-18,37217,37
"647 SYLVAN ST",3,2022-09-30,2025-12-02,37206,35
"6501 HARDING PIKE",3,2022-12-26,2025-06-09,37205,32.5
"6536 THUNDERBIRD DR",3,2021-03-05,2022-09-28,37209,36
"655 S 7TH ST",3,2021-01-16,2022-06-22,37206,39
"656 S 7TH ST",3,2022-07-23,2025-05-04,37206,55
"656 W IRIS DR",3,2021-04-20,2025-05-11,37204,31
"6624 CHARLOTTE PIKE",3,2021-12-19,2024-07-27,37209,33
"664 MYATT DR",3,2022-08-12,2024-09-26,37072,31
"682 CHEYENNE BLVD",3,2022-11-08,2025-06-10,37115,35
"691 LEWIS ST",3,2024-07-01,2025-06-22,37210,31
"6932 HIGHWAY 70 S",3,2022-10-06,2025-12-03,37221,40
"6TH AVE S / PEABODY ST",3,2021-11-09,2022-12-13,37203,39
"70 DONELSON ST",3,2021-09-06,2025-03-14,37210,25
"706 OLD GLENROSE AVE",3,2022-01-04,2022-02-18,37210,57
"707 CHEYENNE BLVD",3,2025-03-29,2025-08-13,37115,43
"707 GLENVIEW DR",3,2021-04-26,2022-04-20,37206,64
"7070 HIGHWAY 70 S",3,2021-07-17,2022-12-19,37221,39
"7102 HIGHWAY 70 S",3,2021-05-13,2025-07-04,37221,34.5
"714 S 8TH ST",3,2021-03-30,2021-11-29,37206,41
"715 WOODLAND ST",3,2021-07-09,2024-06-07,37206,29.5
"719 MYATT DR",3,2021-08-13,2022-09-16,37115,31
"7201 CHARLOTTE PIKE",3,2021-05-11,2024-08-03,37209,50
"7221 HIGHWAY 70 S",3,2021-06-09,2022-09-03,37221,28
"727 THOMPSON LN",3,2021-11-21,2022-03-06,37204,34.5
"728 GALLATIN AVE",3,2021-07-12,2025-04-11,37206,30
"73 MAURY ST",3,2021-07-11,2024-03-28,37210,50
"7354 CHARLOTTE PIKE",3,2021-08-09,2022-03-30,37209,34
"737 NETHERLANDS DR",3,2022-03-26,2022-08-28,37076,22
"741 MURFREESBORO PIKE",3,2022-03-22,2024-10-12,37210,35.5
"7613 HIGHWAY 70 S",3,2021-10-20,2024-08-13,37221,30
"766 DOUGLAS AVE",3,2021-09-08,2024-02-04,37206,48
"7676 HIGHWAY 70 S",3,2021-08-08,2025-02-07,37221,44
"7679 HIGHWAY 70 S",3,2021-03-04,2025-12-27,37221,34
"7720 GREENBRIER RD",3,2025-05-25,2025-12-05,37080,49
"795 MATTHEWS AVE",3,2021-03-18,2022-05-23,37216,38
"7TH AVE N & HARRISON ST",3,2024-08-16,2024-08-17,37208,28
"8 ACADEMY PL",3,2021-01-09,2024-05-09,37210,28.5
"8 FERN AVE",3,2021-12-04,2022-02-01,37210,46
"800 S 6TH ST",3,2022-02-12,2025-08-04,37206,48
"8004 BROCKMAN LN",3,2022-02-28,2022-09-10,37211,19
"8013 BONNAFAIR DR",3,2021-11-04,2025-08-28,37076,58
"805 CHADWELL DR",3,2021-04-07,2025-03-03,37115,31
"807 CLARK PL",3,2024-07-04,2025-04-25,37203,49.5
"8075 SAWYER BROWN RD",3,2021-12-21,2025-10-13,37221,22
"808 GARFIELD ST",3,2024-07-12,2024-08-07,37208,34.5
"81 DONELSON ST",3,2022-07-17,2024-04-15,37210,41
"810 17TH AVE N",3,2024-05-23,2025-05-25,37208,45
"814 PATRICIA DR",3,2021-03-20,2022-05-01,37217,35
"815 MURFREESBORO PIKE",3,2021-02-10,2021-09-07,37217,37
"820 BAYSWATER PL",3,2021-04-27,2021-07-07,37013,29
"824 DUE WEST AVE N",3,2024-07-29,2024-09-15,37115,48
"831 NEELYS BEND RD",3,2021-03-15,2024-07-01,37115,42
"832 WEDGEWOOD AVE",3,2021-10-16,2022-12-09,37203,114
"840 TODD PREIS DR",3,2021-04-17,2025-06-11,37221,33
"840 YOUNGS LN",3,2021-07-23,2022-06-22,37207,27
"841 BRILEY PKWY",3,2021-01-06,2024-11-17,37217,45.5
"85 FAIN ST",3,2024-05-02,2024-10-23,37210,33
"862 ROBINSON RD",3,2022-06-24,2022-11-21,37138,39
"865 BELLEVUE RD",3,2022-08-23,2025-08-24,37221,34
"87 MAURY ST",3,2021-07-10,2021-12-23,37210,39
"8898 HIGHWAY 70",3,2021-02-18,2025-07-18,37143,29
"89 HERMITAGE AVE",3,2024-05-29,2025-12-29,37210,33.5
"900 CONFERENCE DR",3,2022-09-03,2025-07-18,37072,27
"900 ROOSEVELT AVE",3,2024-10-29,2024-12-04,37115,71
"910 EXCHANGE LN",3,2025-03-16,2025-10-04,37203,27
"911 BUCHANAN ST",3,2022-03-28,2024-03-29,37208,30
"913 GALLATIN PIKE S",3,2021-12-10,2025-04-04,37115,40
"914 WINTHORNE DR",3,2021-06-05,2025-04-21,37217,51
"917 WOODLAND ST",3,2021-08-21,2025-07-19,37206,30
"935 21ST AVE N",3,2021-11-19,2024-01-29,37208,54
"940 SEYMOUR AVE",3,2024-10-23,2025-05-02,37206,45
"941 CONFERENCE DR",3,2021-06-25,2024-04-05,37072,39
"959 BRESSLYN RD",3,2021-11-03,2021-11-12,37205,32
"99 E WEBSTER ST",3,2022-08-17,2022-10-03,37115,43
"995 THOMPSON PL",3,2024-10-04,2025-09-13,37217,40
"9TH AVE N & BROADWAY",3,2024-04-02,2025-11-28,37203,41
"AVONDALE CIR / HAMPTON ST",3,2021-05-04,2022-04-08,37207,36
"BELL RD & CANE RIDGE RD",3,2024-11-17,2025-07-30,37013,36.5
"BELL RD / I24 E",3,2021-07-17,2022-06-25,37013,33
"BROADWAY / 8TH AVE S",3,2022-04-16,2022-08-12,37203,28
"CLAIBORNE ST & LAFAYETTE ST",3,2024-04-23,2025-08-10,37210,32
"DICKERSON PIKE & BROADMOOR DR",3,2024-07-25,2025-10-10,37207,57
"DICKERSON PIKE & EWING DR",3,2024-06-13,2025-08-17,37207,34
"DR D B TODD JR BLVD & BUCHANAN ST",3,2024-04-05,2025-03-31,37208,55
"EXIT 52 I24 W",3,2021-04-25,2025-04-26,37217,22
"HAMPTON ST / AVONDALE CIR",3,2021-08-25,2022-11-09,37207,33
"HARDING PL / ANTIOCH PIKE",3,2022-10-03,2022-10-26,37211,35
"HERMITAGE AVE & PEABODY ST",3,2024-05-03,2025-06-18,37210,41
"LAFAYETTE ST / FAIRFIELD AVE",3,2022-06-15,2022-08-29,37210,43
"LOT R",3,2024-03-07,2025-12-23,37213,33
"METROPLEX DR & HARDING PL",3,2024-05-29,2025-02-15,37211,31.5
"MM 52 0 I24 E2",3,2024-01-11,2025-04-25,37210,35
"MURFREESBORO PIKE / SPENCE LN",3,2021-02-19,2022-12-01,37217,46
"N 1ST ST / SPRING ST",3,2021-10-05,2022-04-09,37207,39
"OLD HICKORY BLVD W / GALLATIN PIKE N",3,2021-10-25,2022-05-04,37115,45
"OPRY MILLS ENT 3",3,2021-01-06,2025-03-12,37214,37.5
"REP JOHN LEWIS WAY N / COMMERCE ST",3,2021-07-05,2022-05-29,37219,23
"REP JOHN LEWIS WAY S & BROADWAY",3,2024-04-26,2024-09-01,37203,27.5
"REP JOHN LEWIS WAY S / BROADWAY",3,2021-10-16,2022-07-23,37203,29
"1 HICKORY CLUB DR",2,2022-08-12,2022-12-15,37013,22.5
"1 UNIVERSITY PARK DR",2,2021-02-15,2021-12-01,37204,18.5
"10 FERN AV",2,2021-01-08,2021-01-08,37207,22
"100 CHIMNEYTOP DR",2,2025-04-01,2025-12-12,37013,34
"100 MADISON ST",2,2021-09-04,2025-05-20,37208,25
"1000 57TH AVE N",2,2021-06-03,2022-07-23,37209,33.5
"1001 BROADWAY",2,2021-07-19,2021-09-11,37203,49
"1001 DUE WEST VALLEY DR",2,2024-09-06,2025-06-27,37115,45
"1003 43RD AVE N",2,2021-03-13,2021-08-05,37209,38.5
"1005 HICKORY HILL LN",2,2021-07-30,2022-10-01,37076,24.5
"1008 WOODLAND ST",2,2024-08-18,2025-12-14,37206,28
"101 N MAIN ST",2,2021-10-08,2022-12-27,37072,41.5
"101 UNION ST",2,2024-06-01,2025-12-20,37201,37
"101 UNIVERSITY CT",2,2022-07-10,2025-06-20,37210,27
"1015 SCOVEL ST",2,2024-07-05,2025-04-09,37208,84
"1016 18TH AVE S",2,2021-04-19,2025-08-12,37212,45.5
"1016 CAMILLA CALDWELL LN",2,2022-02-08,2022-11-22,37218,30.5
"102 FANNIN DR",2,2021-01-28,2025-03-20,37072,40.5
"102 GRAEME DR",2,2024-01-11,2024-04-20,37214,NA
"102 HARRIS ST",2,2024-10-21,2025-07-07,37115,32
"1020 KIRBY AVE",2,2022-01-29,2022-04-29,37217,25
"1020 LISCHEY AVE",2,2022-03-07,2024-01-08,37207,57.5
"1021 MURFREESBORO PIKE",2,2021-10-10,2022-02-07,37217,39
"1022 VIRGINIA AVE",2,2021-03-03,2022-09-07,37216,52
"1027 ROSA L PARKS BLVD",2,2021-04-02,2022-02-15,37208,51
"103 21ST AVE S",2,2022-05-31,2024-09-21,37212,21
"103 BURNING TREE DR",2,2022-01-05,2022-06-04,37076,46
"103 SARVER AVE",2,2022-05-15,2024-10-13,37076,17
"1035 14TH AVE N",2,2022-07-26,2024-08-13,37208,36
"1036 NEW PROVIDENCE PASS",2,2021-01-11,2025-12-20,37115,42.5
"104 DOWNWIND CT",2,2025-03-08,2025-08-27,37217,26.5
"1045 28TH AVE N",2,2021-10-20,2025-06-17,37209,62
"1048 COLO TRL",2,2021-03-03,2021-05-26,37013,46.5
"105 21ST AVE S",2,2024-08-13,2024-11-02,37212,19
"105 APOLLO CT W",2,2021-07-12,2021-09-01,37013,27
"105 EWING DR",2,2024-12-11,2025-04-22,37207,NA
"105 SHEPHERD HILLS DR",2,2021-04-06,2022-03-15,37115,58.5
"105 UNIVERSITY CT",2,2021-02-25,2022-02-23,37210,40
"107 HAYNES PARK CT",2,2021-09-04,2021-10-09,37218,54
"107 HERITAGE TRACE DR",2,2024-07-08,2024-07-30,37115,32
"108 BONNABROOK DR",2,2022-08-21,2024-08-21,37076,40
"108 SCENIC VIEW RD",2,2024-09-28,2025-05-18,37138,57
"109 COLONY PT E",2,2021-12-05,2025-01-09,37217,47.5
"109 ENCLAVE CIR",2,2021-07-28,2021-10-07,37211,28
"1098 MURFREESBORO PIKE",2,2022-07-17,2024-09-10,37217,54
"11 CARROLL ST",2,2022-06-13,2024-11-03,37210,34
"1100 FORT NEGLEY BLVD",2,2021-11-20,2022-02-27,37203,32.5
"1100 HAMMAN HILL LN",2,2025-03-02,2025-03-03,37211,38
"1100 MURFREESBORO PIKE",2,2024-05-16,2024-12-22,37217,NA
"1101 8TH AVE S",2,2022-02-02,2024-11-19,37203,42
"1101 WOODLAND ST",2,2021-09-07,2025-02-08,37206,41.5
"1102 EASTDALE AVE",2,2021-03-21,2021-03-22,37216,21
"1103 FOREST RIDGE WAY",2,2021-03-12,2021-03-18,37076,52
"1104 16TH AVE S",2,2024-08-15,2025-04-01,37212,37.5
"1106 RURAL HILL RD",2,2022-06-08,2022-06-24,37217,25.5
"1108 ORDWAY PL",2,2024-07-08,2025-04-01,37206,64
"1109 BELL RD",2,2022-08-11,2024-08-10,37013,36
"111 CANDY LN",2,2021-10-06,2024-02-26,37211,27.5
"111 GALLATIN PIKE N",2,2021-03-06,2025-03-18,37115,34
"111 STAR BLVD",2,2021-07-20,2021-08-06,37115,38
"1111 GALLATIN AVE",2,2021-03-07,2021-11-03,37206,24.5
"1111 GALLATIN PIKE S",2,2024-03-20,2025-05-25,37115,46
"1114 STAINBACK AVE",2,2021-02-24,2022-08-07,37207,41
"1116 NELSON DR",2,2022-01-13,2024-09-09,37115,35
"1117 N 5TH ST",2,2021-07-24,2024-07-25,37207,63
"1118 MENZLER RD",2,2022-08-05,2022-10-21,37210,41
"1120 BLUEWILLOW CT",2,2022-09-06,2022-10-17,37013,61
"1120 MCGAVOCK ST",2,2021-05-06,2021-08-25,37203,37
"1120 MURFREESBORO PIKE",2,2021-04-28,2022-05-07,37217,34
"1121 RIVERBIRCH WAY",2,2024-10-07,2024-10-18,37076,21.5
"1122 LITTON AVE",2,2024-03-27,2024-10-21,37216,36
"1125 N 5TH ST",2,2024-04-24,2024-07-23,37207,51
"1129 DUE WEST AVE N",2,2025-07-17,2025-08-11,37115,43
"1129 PALMER AVE",2,2021-10-21,2024-05-19,37115,44.5
"113 2ND AVE N",2,2021-11-26,2022-03-25,37201,NA
"113 UNIVERSITY CT",2,2022-02-07,2024-10-30,37205,43
"1131 BELL RD",2,2024-03-29,2024-05-28,37013,39
"1133 E OLD HICKORY BLVD",2,2021-06-29,2022-01-05,37115,56
"1133 VULTEE BLVD",2,2022-02-15,2025-09-01,37217,34
"1135 BELL RD",2,2021-05-01,2021-05-01,37013,19
"114 2ND AVE S",2,2022-10-07,2022-10-21,37201,NA
"1142 GALLATIN PIKE S",2,2021-05-03,2022-04-07,37115,28.5
"115 FOREST PARK RD",2,2021-03-15,2021-09-21,37115,43.5
"1155 BELL RD",2,2021-08-08,2021-11-02,37013,21
"1157 LAKEWALK DR",2,2024-04-30,2024-05-19,37013,20
"116 MCFERRIN AVE",2,2022-05-04,2022-05-14,37206,35
"116 S MAIN ST",2,2022-01-23,2024-01-03,37072,31.5
"1164 MURFREESBORO PIKE",2,2021-05-12,2022-02-24,37217,38.5
"117 N 6TH ST",2,2021-05-24,2021-05-24,37206,40.5
"117 UNION ST",2,2024-05-16,2024-09-08,37201,44.5
"118 12TH AVE S",2,2021-09-04,2025-06-13,37203,57.5
"1188 MURFREESBORO PIKE",2,2021-11-14,2022-02-14,37217,41.5
"119 3RD AVE S",2,2021-03-15,2022-08-13,37201,34.5
"119 DENISE DR",2,2024-06-16,2025-05-15,37013,26
"11TH AVE S / HORTON AVE",2,2021-11-23,2022-08-01,37203,42.5
"12 N HILL ST",2,2024-12-14,2025-06-05,37210,62
"120 HARRINGTON AVE",2,2022-07-23,2025-07-25,37115,34.5
"1200 2ND AVE S",2,2021-11-05,2025-06-06,37210,23
"1200 AVONDALE CIR",2,2024-02-19,2024-03-09,37207,41
"1200 BROADWAY",2,2021-10-07,2025-06-23,37203,45.5
"1200 DICKERSON PIKE",2,2024-04-30,2024-09-05,37207,41.5
"1201 CHURCH ST",2,2021-10-21,2024-09-10,37203,31
"1208 BUBBLING WELL RD",2,2022-01-16,2022-01-23,37115,37
"1208 W H DAVIS DR",2,2024-04-11,2024-05-06,37208,29
"1209 GALLATIN PIKE S",2,2021-05-09,2021-09-25,37115,36
"121 3RD AVE S",2,2021-05-23,2025-12-17,37201,33
"121 MERIDIAN CT",2,2021-03-13,2021-08-26,37207,50.5
"1212 MURFREESBORO PIKE",2,2022-06-03,2025-09-30,37217,51.5
"1215 CHEYENNE BLVD",2,2021-09-10,2021-10-08,37115,77
"1216 LEWIS ST",2,2024-05-11,2024-10-12,37210,58
"1216 ORCHARD MOUNTAIN CT",2,2021-08-26,2021-10-28,37013,27
"1216 SPRINGWOOD DR",2,2024-01-27,2025-08-13,37076,30
"1218 MURFREESBORO PIKE",2,2024-08-29,2025-08-16,37217,45
"122 CEDARWOOD LN",2,2021-10-18,2021-12-16,37115,59.5
"122 W MONTICELLO AVE",2,2022-04-17,2025-10-28,37115,45
"1220 LEWIS ST",2,2022-04-22,2024-04-01,37210,40.5
"1221 CLUB PKWY",2,2022-07-27,2024-11-02,37221,75
"1221 GALLATIN PIKE S",2,2021-11-14,2024-02-01,37216,37.5
"1221 LONDON BRIDGE RD",2,2021-01-03,2021-10-23,37115,29
"1222 LONDON BRIDGE RD",2,2021-07-21,2021-09-27,37115,29
"1224 TULIP GROVE RD",2,2021-01-16,2021-08-16,37076,22
"123 2ND AVE N",2,2021-09-24,2022-08-30,37201,43.5
"1232 FOSTER AVE",2,2024-12-30,2025-08-15,37210,16.5
"1234 3RD AVE S",2,2024-01-25,2024-04-12,37210,17
"1234 KENMORE PL",2,2025-08-30,2025-10-03,37216,41
"1237 PIERCE RD",2,2021-09-08,2025-08-27,37115,35
"124 RANDY RD",2,2022-11-30,2024-05-04,37115,61.5
