"Address","total_calls","first_call","last_call","Zip","median_age"
"592 TULIP GROVE RD",2,2020-03-28,2024-09-17,37076,59
"594 TULIP GROVE RD",2,2021-01-01,2023-07-19,37076,NA
"596 TULIP GROVE RD",2,2018-01-29,2020-03-09,37076,53
"5966 POST RD",2,2022-02-20,2023-11-25,37205,17.5
"5996 EDMONDSON PIKE",2,2017-09-17,2017-12-03,37211,52.5
"5TH AV N / GAY ST",2,2016-01-26,2016-10-07,37219,18.5
"5TH AV N / JAMES ROBERTSON PKWY",2,2017-12-02,2019-12-17,37219,47
"5TH AV S / BROADWAY",2,2016-03-15,2017-03-31,37203,33.5
"5TH AV S / KOREAN VETERANS BLVD",2,2016-07-15,2016-07-28,37203,57
"60 KENDALL PARK DR",2,2019-05-03,2022-12-01,37217,29.5
"600 12TH AV S",2,2019-10-28,2020-08-19,37203,59
"600 BENTON AVE",2,2022-05-17,2022-05-24,37204,25
"600 HICKORY GLADE CT",2,2020-11-04,2024-08-23,37013,21
"600 PEABODY ST",2,2023-08-18,2025-11-21,37203,36.5
"600 RIVERGATE PKWY",2,2019-07-04,2025-06-04,37072,43
"600 SHELBY AVE",2,2016-09-02,2017-12-13,37206,43
"6007 PANAMA DR",2,2020-02-04,2021-01-10,37076,41.5
"601 N DUPONT AV",2,2019-07-27,2020-10-08,37115,47
"601 NEILL AVE",2,2018-07-04,2022-09-04,37206,54
"6029 NOLENSVILLE PIKE",2,2016-06-03,2024-03-14,37211,26.5
"603 BELLEVUE RD N",2,2019-09-13,2021-05-02,37221,30.5
"603 GALAXIE DR",2,2018-08-01,2020-05-08,37209,71
"603 S 14TH ST",2,2021-03-10,2023-04-01,37206,27
"6030 CLOVERLAND DR",2,2023-01-15,2024-09-17,37027,77
"604 WATSONWOOD DR",2,2019-01-05,2021-09-25,37211,31
"605 8TH AV S",2,2020-02-15,2020-07-11,37203,NA
"605 DEBBIE DR",2,2023-04-25,2023-07-30,37076,49
"605 S 19TH ST",2,2016-05-02,2022-12-27,37206,55
"606 CHARLES E DAVIS BLVD",2,2021-05-27,2023-10-02,37210,40
"606 S 10TH ST",2,2017-11-13,2021-04-13,37206,31
"606 SYLVAN ST",2,2018-11-16,2024-01-13,37206,57
"607 SWINGING BRIDGE RD",2,2018-08-25,2019-02-22,37138,42
"608 BENTON AVE",2,2025-05-09,2025-05-11,37204,25.5
"608 BLUE LAKE TRL",2,2025-02-07,2025-08-30,37013,18
"608 CLEVELAND ST",2,2023-06-07,2023-09-05,37207,39.5
"608 MCGAVOCK PIKE",2,2025-03-03,2025-07-12,37214,37.5
"609 BETTY LOU DR",2,2018-12-04,2020-03-04,37115,52
"609 VANOKE DR",2,2018-11-25,2020-07-24,37115,54.5
"610 GALLATIN PKE S",2,2017-02-06,2020-05-18,37115,35
"610 OCALA DR",2,2019-10-16,2021-06-19,37211,31
"610 OLD HICKORY BLVD W",2,2021-04-07,2024-12-18,37115,37
"610 S 7TH ST",2,2023-05-18,2023-09-23,37206,NA
"6105 MORROW RD",2,2017-09-05,2019-09-02,37209,18.5
"6108 HENRY FORD DR",2,2017-01-22,2017-09-06,37209,40
"611 S 7TH ST",2,2020-10-24,2023-04-29,37206,46.5
"6112 PENNSYLVANIA AVE",2,2016-03-18,2018-06-29,37209,40
"612 RUSSELL ST",2,2016-04-02,2016-04-18,37206,31
"612 S 6TH ST",2,2018-06-13,2023-01-16,37206,38.5
"6120 HENRY FORD DR",2,2017-01-25,2020-04-01,37209,40.5
"6122 NASHUA AVE",2,2016-01-01,2016-04-17,37209,27
"613 17TH AVE N",2,2017-02-07,2025-03-17,37203,17.5
"613 27TH AV N",2,2020-04-14,2020-04-15,37209,46
"613 BIXLER AVE",2,2023-05-29,2024-03-08,37115,32
"613 CLARIDGE DR",2,2020-10-21,2021-06-20,37214,31
"613 S 9TH ST",2,2017-02-17,2022-10-14,37206,53.5
"6132 BEALS LN",2,2016-10-27,2016-11-05,37218,44
"6133 OBRIEN AV",2,2020-07-29,2020-11-05,37209,22.5
"6133 OBRIEN AVE",2,2022-12-22,2025-02-23,37209,30
"614 BENTON AVE",2,2024-09-20,2025-11-06,37204,47.5
"614 S 7TH ST",2,2016-08-08,2024-06-20,37206,43
"615 9TH AVE S",2,2018-01-25,2022-06-14,37203,43
"615 CHARLES E DAVIS BLVD",2,2019-01-05,2020-10-07,37210,35.5
"615 DAVIDSON ST",2,2019-05-29,2020-09-17,37213,30
"615 LENORE Street Apt 311",2,2024-03-01,2024-03-14,37210,NA
"616 BLUE LAKE TRL",2,2021-10-31,2022-08-16,37013,41
"616 MARRIOTT DR",2,2019-11-26,2021-04-14,37214,28.5
"616 TEMPLEWOOD DR",2,2019-09-18,2019-10-09,37214,53
"617 MILLWOOD DR",2,2017-07-15,2020-05-30,37217,32
"619 BLUE LAKE TRL",2,2024-02-13,2024-03-19,37013,24
"619 JAMES AVE",2,2016-01-31,2018-04-25,37209,31
"620 ANDERSON LN",2,2016-10-08,2020-07-05,37115,31.5
"620 CHURCH ST E",2,2019-04-09,2022-05-11,37027,55
"620 COPPER RIDGE TRL",2,2019-09-08,2020-01-14,37013,18
"620 S 8TH ST",2,2017-10-22,2022-04-12,37206,24.5
"6202 LAREDO AVE",2,2024-01-21,2025-07-22,37209,38
"6206 LICKTON PIKE",2,2017-03-18,2017-03-28,37072,26
"6206 MORROW RD",2,2022-03-17,2022-04-08,37209,23
"6208 LARAMIE AVE",2,2021-11-25,2022-06-04,37209,39
"621 BROOK DR",2,2023-03-11,2025-07-30,37013,45.5
"621 CHARLES E DAVIS BLVD",2,2019-12-21,2022-09-28,37210,29
"621 DEW ST",2,2016-10-11,2017-10-07,37206,42.5
"621 LARKIN SPRINGS RD",2,2020-05-26,2023-07-23,37115,58
"621 VANOKE DR",2,2016-03-10,2016-04-12,37115,79
"6210 CLARKSVILLE PIKE",2,2019-06-26,2025-07-03,37080,31.5
"6211 NOLENSVILLE PIKE",2,2023-02-02,2025-08-22,37211,12
"622 S 8TH ST",2,2017-07-26,2023-10-17,37206,32.5
"6229 ROBERTSON AVE",2,2022-09-28,2022-09-30,37209,27.5
"623 7TH AVE S",2,2017-12-11,2021-07-30,37203,38
"624 CHARLES E DAVIS BLVD",2,2022-08-23,2024-08-29,37210,33.5
"625 LARKIN SPRINGS RD",2,2018-01-16,2023-12-12,37115,49
"626 OLD HICKORY BLVD",2,2017-06-29,2020-07-18,37209,34.5
"627 GALLATIN PKE S",2,2019-08-03,2020-04-01,37115,34.5
"627 LANE DR",2,2020-01-01,2024-09-11,37207,22
"627 NASHUA LN",2,2016-11-09,2017-07-29,37209,36.5
"627 OLD HICKORY BLVD",2,2018-10-18,2024-10-11,37209,24.5
"629 BALDWIN CT",2,2022-01-22,2022-05-24,37207,28
"629 CHARLES E DAVIS BLVD",2,2019-08-11,2022-04-05,37210,34.5
"629 LONGHUNTER CT",2,2019-04-11,2020-09-01,37217,39
"629 MOORMANS ARM RD",2,2019-12-17,2025-02-21,37207,53
"629 RIES AVE",2,2016-02-23,2021-05-10,37209,54
"63 CARROLL ST",2,2017-05-20,2024-12-31,37210,34
"63 HERMITAGE AVE",2,2018-06-01,2024-11-13,37210,33
"63 MAURY ST",2,2020-06-18,2021-11-08,37210,40.5
"630 LENORE ST",2,2019-08-15,2020-07-17,37206,30.5
"630 S 7TH ST",2,2022-04-14,2022-08-06,37206,44.5
"630 S 8TH ST",2,2023-06-02,2024-05-14,37206,29
"6302 CHARLOTTE PKE",2,2020-04-01,2020-04-09,37209,30.5
"6306 FRANKLIN DR",2,2018-10-04,2020-07-17,37209,53
"6308 CHARLOTTE PIKE",2,2018-05-20,2021-02-22,37209,55
"631 MAYVIEW DR",2,2022-11-06,2024-02-28,37115,25
"631 SYLVAN ST",2,2018-08-10,2024-10-07,37206,31
"6310 FRANKLIN DR",2,2020-01-24,2023-07-29,37209,53.5
"6313 CARNEY RD",2,2020-01-18,2024-10-16,37189,45
"6319 THUNDERBIRD DR",2,2016-03-23,2019-02-03,37209,54
"632 S 7TH ST",2,2021-09-09,2022-10-28,37206,NA
"6323 ALAMO PL",2,2018-06-24,2020-08-21,37209,38.5
"633 MIDDLETON ST",2,2020-05-28,2024-11-01,37203,29
"633 S 7TH ST",2,2022-04-07,2023-06-16,37206,37.5
"634 NEILL AVE",2,2017-06-24,2017-12-28,37206,69.5
"6340 NOLENSVILLE PIKE",2,2017-09-15,2018-01-01,37211,40
"635 HANGAR LN",2,2017-06-16,2022-08-19,37214,49.5
"635 MAYVIEW DR",2,2019-01-23,2022-07-30,37115,22.5
"636 CANNON ST",2,2021-02-10,2021-06-12,37210,25.5
"636 OLD HICKORY BLVD",2,2022-08-12,2023-08-29,37209,35
"637 CRUTCHER ST",2,2021-07-26,2024-06-06,37206,32.5
"637 SYLVAN ST",2,2025-01-04,2025-12-07,37206,40
"638 DAVIDSON RD",2,2022-08-11,2023-03-10,37205,NA
"639 JAMES AV",2,2019-12-29,2020-02-28,37209,37
"6405 HENRY FORD DR",2,2019-09-12,2021-10-25,37209,56
"641 JAMES AVE",2,2016-12-21,2018-07-06,37209,26
"6412 NOLENSVILLE PIKE",2,2022-12-11,2025-12-02,37211,41
"6426 HENRY FORD DR",2,2016-06-06,2016-08-16,37209,32
"6428 CLOVERBROOK DR",2,2020-09-01,2020-11-28,37027,19
"644 DENVER DR",2,2019-07-28,2023-10-09,37076,59.5
"644 DRY CREEK RD",2,2020-02-24,2020-09-02,37072,52
"645 E OLD HICKORY BLVD",2,2018-12-21,2020-08-22,37115,18
"645 HICKS RD",2,2022-04-11,2022-05-15,37221,33
"6457 THUNDERBIRD DR",2,2021-02-26,2021-04-20,37209,36
"646 W GREEN LN",2,2019-12-28,2020-12-02,37207,39.5
"649 PUTNAM DR",2,2019-10-02,2025-08-29,37218,51
"650 GALLATIN PKE S",2,2020-01-03,2020-06-09,37115,49.5
"650 MURFREESBORO PIKE",2,2017-10-22,2025-10-04,37210,38
"6509 CHARLOTTE PIKE",2,2022-04-14,2022-05-08,37209,33.5
"6509 WINDYHILL CT",2,2018-05-06,2018-09-04,37027,53.5
"6516 MELINDA DR",2,2021-03-26,2023-04-10,37205,74
"6520 COUGAR DR",2,2020-07-22,2020-09-21,37209,29
"6532 CLARKSVILLE PKE",2,2020-08-01,2020-11-29,37080,47
"654 WADE CIR",2,2016-03-07,2019-04-22,37072,34
"655 SYLVAN ST",2,2023-09-18,2024-08-04,37206,23.5
"6553 CLARKSVILLE PIKE",2,2017-05-11,2017-05-20,37080,36
"656 COLICE JEANNE RD",2,2022-10-15,2024-08-25,37221,60.5
"66 ELBERTA ST",2,2020-04-13,2020-11-08,37210,34.5
"660 LAFAYETTE ST",2,2022-04-17,2022-09-17,37203,44.5
"6602 CHARLOTTE PIKE",2,2016-09-03,2017-03-17,37209,22
"6614 CHARLOTTE PIKE",2,2018-03-14,2024-07-24,37209,32.5
"662 RIVERGATE PKWY",2,2020-05-01,2023-07-24,37072,42.5
"662 S 7TH ST",2,2017-09-21,2022-07-21,37206,34
"6620 CHARLOTTE PIKE",2,2021-03-11,2024-11-06,37209,31.5
"6670 CHARLOTTE PKE",2,2020-02-10,2020-03-09,37209,27
"668 ANNEX AVE",2,2019-01-03,2026-01-03,37209,47.5
"67 DONELSON ST",2,2018-09-03,2020-03-08,37210,63
"67 JONELL DR",2,2020-02-15,2020-04-18,37210,35
"6707 HIGHWAY 100",2,2016-11-22,2016-11-29,37221,34
"6708 NOLENSVILLE PIKE",2,2022-06-03,2023-05-21,37027,24
"6709 SONYA DR",2,2021-11-21,2022-11-16,37209,42
"6716 CHARLOTTE PIKE",2,2023-08-18,2025-10-09,37209,29.5
"6725 BIRCHBROOK DR",2,2023-01-01,2024-07-23,37013,25
"6735 COLD STREAM DR",2,2016-07-18,2016-09-06,37221,65
"674 JOSEPH AVE",2,2017-09-15,2021-10-07,37207,50
"676 FRANKFORT DR",2,2019-09-09,2021-10-08,37076,48
"677 BELGIUM DR",2,2022-06-28,2022-10-01,37076,58
"6814 CHARLOTTE PIKE",2,2017-03-25,2023-06-16,37209,30
"6820 HIGHWAY 70 S",2,2019-09-30,2020-12-29,37221,34.5
"685 LEWIS ST",2,2025-05-11,2025-05-31,37210,42
"685 WESTBORO DR",2,2017-09-13,2017-09-15,37209,37
"692 OCALA DR",2,2023-09-04,2023-09-08,37211,28
"692 ROWAN DR",2,2021-04-08,2024-04-01,37207,39
"6930 CHARLOTTE PIKE",2,2022-07-14,2022-12-07,37209,51
"6931 CHARLOTTE PKE",2,2019-11-05,2020-05-11,37209,39
"6938 HIGHWAY 70 S",2,2018-07-18,2025-05-19,37221,40
"694 LEWIS ST",2,2017-02-24,2017-12-01,37210,33.5
"6940 HIGHWAY 70 S",2,2016-01-23,2025-10-19,37221,35
"6941 CHARLOTTE PKE",2,2019-09-02,2020-10-15,37209,27.5
"695 CHEYENNE BLVD",2,2023-09-02,2025-07-26,37115,43
"695 GRASSMERE PARK",2,2016-07-29,2017-06-29,37211,44.5
"6955 HIGHLAND PARK DR",2,2018-01-13,2022-12-14,37205,46.5
"6TH AV N / DR MARTIN L KING JR BLVD",2,2020-01-03,2020-10-25,37219,48
"6TH AV S / MULBERRY ST",2,2019-04-04,2020-07-13,37203,36.5
"6TH AVE N / COMMERCE ST",2,2022-11-03,2022-11-11,37219,39
"6TH AVE S & BROADWAY",2,2023-05-21,2023-06-27,37203,32
"6TH AVE S & KOREAN VETERANS BLVD",2,2024-12-23,2024-12-24,NA,57
"6TH AVE S / DEMONBREUN ST",2,2021-07-22,2022-09-07,37203,30.5
"70 UNIVERSITY CT",2,2024-06-30,2025-02-28,37210,20.5
"700 3RD AVE S",2,2025-02-05,2025-08-17,37210,30.5
"700 DREXEL ST",2,2021-05-23,2022-10-24,37203,47
"700 E OLD HICKORY BLVD",2,2021-04-03,2025-10-28,37115,29.5
"700 KOREAN VETERANS BLVD",2,2022-04-13,2024-08-04,37203,40
"700 N 9TH ST",2,2022-01-12,2023-01-17,37206,NA
"700 NORWOOD DR",2,2017-11-11,2019-04-04,37204,23
"700 WOODLAND ST",2,2017-08-25,2018-08-31,37206,32
"7004 CHARLOTTE PIKE",2,2021-12-31,2022-10-07,37209,37.5
"7004 S HAMPTON BLVD",2,2020-02-22,2020-11-09,37013,39
"7005 PANAMA DR",2,2018-03-27,2026-01-01,37076,20
"7008 CHARLOTTE PIKE",2,2021-10-12,2025-07-21,37209,26
"701 MORROW RD",2,2019-09-24,2025-11-08,37209,43.5
"701 MYATT DR",2,2018-10-13,2019-08-01,37115,48.5
"701 ROCKY MOUNTAIN CT",2,2017-08-25,2018-03-14,37013,25.5
"702 28TH AVE N",2,2018-08-04,2022-10-28,37208,41
"702 RAMSEY ST",2,2022-09-06,2023-10-01,37206,39
"702 STAR BLVD",2,2022-01-02,2022-01-17,37115,32
"7029 S HAMPTON BLVD",2,2016-07-20,2023-12-06,37013,29
"703 32ND AV N",2,2019-09-10,2020-01-17,37209,34
"703 DOUGLAS AV",2,2020-12-25,2021-01-07,37207,45
"703 DOUGLAS AVE",2,2018-03-02,2021-10-08,37207,43.5
"703 JOBEE CREEK CV",2,2023-07-11,2023-10-12,37214,26.5
"703 MARLIN PASS",2,2016-04-20,2022-11-06,37115,48.5
"7034 CHARLOTTE PKE",2,2020-05-06,2021-01-15,37209,40.5
"7035 HIGHWAY 70 S",2,2022-04-06,2022-04-29,37221,42
"704 CLUB PKWY",2,2017-04-20,2023-11-29,37221,41.5
"704 GRIGGS PL",2,2021-04-16,2021-04-28,37217,20
"705 ALBANY DR",2,2024-04-07,2024-05-15,37076,31
"705 CERRO VISTA DR",2,2019-09-18,2020-05-29,37072,59
"705 GLENVIEW DR",2,2022-05-28,2023-01-08,37206,43.5
"705 MAIN ST",2,2018-03-22,2020-01-29,37206,29
"705 RIVERGATE PKWY",2,2017-11-21,2022-04-20,37072,32.5
"706 CHURCH ST",2,2021-12-22,2025-02-01,37203,51.5
"706 JONES PARK CT",2,2017-04-06,2019-07-29,37207,34.5
"7062 HIGHWAY 70 S",2,2023-08-11,2024-07-27,37221,33
"7066 HIGHWAY 70 S",2,2020-09-21,2025-03-14,37221,43.5
"7069 HIGHWAY 70 S",2,2019-06-12,2022-12-01,37221,40.5
"707 MCPHERSON DR",2,2017-02-18,2020-09-21,37221,59.5
"707 RIVERGATE PKWY",2,2022-07-06,2023-08-26,37072,39
"708 MARGARET ROBERTSON DR",2,2021-02-24,2023-10-29,37076,23
"7087 OLD HARDING PIKE",2,2019-05-29,2024-10-14,37221,38
"709 OLD HICKORY BLVD",2,2017-01-11,2023-10-16,37209,38
"709 RIVERGATE PKWY",2,2021-11-27,2022-09-18,37072,34.5
"709 SPENCE LN",2,2016-01-18,2017-01-29,37217,30
"71 HERMITAGE AV",2,2020-09-16,2020-10-31,37210,50.5
"710 OLD HICKORY BLVD",2,2018-02-28,2019-12-22,37027,27
"711 GALLATIN AV",2,2020-01-31,2020-11-24,37206,43
"711 RIVERGATE PKWY",2,2018-08-04,2021-08-05,37072,38
"7110 SOUTHPOINT PKWY",2,2022-06-07,2023-03-19,37027,87.5
"7114 HIGHWAY 70 S",2,2019-09-09,2020-10-18,37221,35.5
"7116 HIGHWAY 70 S",2,2017-12-05,2020-11-01,37221,29.5
"712 27TH AVE N",2,2017-08-03,2022-01-16,37208,69.5
"712 GROVES PARK RD",2,2018-06-22,2018-06-24,37206,26
"713 28TH AVE N",2,2025-09-02,2025-12-01,37208,35.5
"714 DRUMMOND DR",2,2024-04-17,2024-04-17,37211,47
"714 DUE WEST AV N",2,2020-06-09,2020-11-08,37115,37
"714 HICKORY HIGHLANDS DR",2,2021-09-25,2023-12-04,37013,17
"714 MAPLE PL",2,2016-10-08,2020-07-30,37216,29
"715 29TH AV N",2,2019-11-05,2020-07-15,37209,64
"715 49TH AV N",2,2019-07-20,2020-04-25,37209,34.5
"715 DRUMMOND DR",2,2019-10-22,2023-03-26,37211,30
"716 LEWIS ST",2,2025-04-07,2025-09-21,37210,53
"717 KROHNE WAY",2,2018-11-20,2022-04-05,37013,51.5
"7176 LEGACY DR",2,2018-09-30,2018-12-15,37013,41.5
"718 THOMPSON LN",2,2018-08-21,2020-09-01,37204,25
"719 NEILL AVE",2,2024-02-21,2024-05-20,37206,46
"720 VANDERHORST DR",2,2017-03-30,2021-12-06,37207,19.5
"7201 WHITES CREEK PKE",2,2019-12-09,2020-10-21,37080,35.5
"721 ANSLEY CT",2,2018-06-13,2025-03-20,37013,32.5
"721 MADISON SQ",2,2022-12-21,2024-05-25,37115,49
"721 MCPHERSON DR",2,2020-09-16,2023-11-23,37221,36.5
"721 ROYAL PKWY",2,2020-10-09,2021-06-27,37214,32.5
"721 WORK DR",2,2019-02-16,2023-11-20,37207,26.5
"7219 ALTHORP WAY",2,2016-02-01,2016-03-31,37013,21
"723 LENORE ST",2,2024-04-07,2025-09-05,37206,54
"724 WILDVIEW DR",2,2017-02-17,2019-04-09,37211,30
"725 TROY DR",2,2016-10-14,2018-05-05,37207,41
"7256 RIVER BEND RD",2,2018-03-18,2019-07-15,37221,40
"726 LENORE ST",2,2016-05-10,2017-06-27,37206,48.5
"7261 WHITES CREEK PKE",2,2019-09-18,2021-01-01,37080,29.5
"7266 CABOT DR",2,2023-09-04,2024-01-09,37209,16
"7277 CHARLOTTE PIKE",2,2016-08-27,2017-02-01,37209,25
"728 REEVES RD",2,2017-03-11,2020-09-21,37013,58
"728 REVELS DR",2,2019-03-09,2021-08-10,37207,50.5
"73 SCOBEY DR",2,2017-09-27,2017-12-11,37210,55.5
"730 1ST AV N",2,2019-10-01,2020-08-07,37201,30
"730 25TH AVE N",2,2018-02-04,2024-09-23,37208,56
"730 HICKORY INDUSTRIAL DR",2,2021-08-13,2022-11-03,37138,61
"730 LEWIS ST",2,2021-05-31,2021-06-01,37210,39
"730 SHADOWOOD DR",2,2021-02-22,2021-04-21,37205,42
"731 25TH AVE N",2,2021-02-24,2024-03-04,37208,24.5
"7323 RIVER ROAD PIKE",2,2016-09-11,2018-11-22,37209,58.5
"7324 DUNAWAY DR",2,2020-03-01,2022-07-30,37221,26
"733 RICHARDS RD",2,2018-02-03,2021-12-07,37013,32.5
"7337 HARPER RD",2,2022-09-23,2023-07-05,37080,39.5
"735 LINDEN GRN",2,2018-10-08,2018-12-18,37076,44.5
"736 HUNTINGTON PKWY",2,2017-01-03,2017-03-18,37211,38
"740 NASHBORO BLVD",2,2021-12-06,2025-04-04,37013,32.5
"741 GARRISON DR",2,2018-01-19,2025-01-11,37207,41.5
"741 LINDEN GRN",2,2022-08-12,2024-09-20,37076,56.5
"7419 BRIDLE DR",2,2023-07-15,2023-08-30,37221,NA
"7452 HIGHWAY 70 S",2,2019-11-03,2020-02-23,37221,62
"7466 CABOT DR",2,2021-09-17,2021-12-15,37209,28
"7494 CHARLOTTE PIKE",2,2021-12-12,2022-01-27,37209,34.5
"7501 OLD HARDING PIKE",2,2022-02-05,2022-09-03,37221,69
"757 TULIP GROVE RD",2,2023-04-09,2025-03-17,37076,NA
"7604 HIGHWAY 70 S",2,2017-10-13,2021-09-07,37221,50
"761 OLD HICKORY BLVD",2,2021-06-11,2021-09-03,37027,22.5
"761 ROYCROFT PL",2,2020-08-11,2020-09-06,37203,33.5
"7624 HIGHWAY 70 S",2,2024-09-19,2024-12-29,37221,52
"763 FITZPATRICK RD",2,2019-02-06,2025-05-28,37214,46
"7635 BIDWELL RD",2,2017-06-28,2019-10-28,37080,25
"764 ROYCROFT PL",2,2023-05-10,2023-06-13,37203,NA
"7689 HIGHWAY 70 S",2,2024-05-28,2024-09-13,37221,67
"771 HARPETH TRACE DR",2,2017-08-14,2017-10-04,37205,36
"7721 HIGHWAY 70 S",2,2018-04-22,2019-09-22,37221,43.5
"7740 GREENBRIER RD",2,2018-06-14,2019-10-16,37080,78.5
"776 S 7TH ST",2,2020-04-26,2022-01-28,37206,27.5
"78 UNIVERSITY CT",2,2019-06-03,2025-09-20,37210,44
"7815 COLEY DAVIS RD",2,2016-10-09,2020-08-13,37221,46.5
"782 OLD HICKORY BLVD",2,2017-08-02,2020-11-24,37027,38
"79 CARROLL ST",2,2023-04-12,2025-02-03,37210,40.5
"7905 RAINEY DR",2,2019-12-10,2020-03-05,37013,42
"793 DOVER GLEN DR",2,2021-11-24,2023-02-10,37013,45
"796 RIVERGATE PKWY",2,2017-11-16,2019-10-07,37072,33.5
"799 OLD HICKORY BLVD",2,2018-01-11,2021-11-15,37027,29.5
"7TH AV S / DREXEL ST",2,2018-03-01,2019-02-01,37203,50.5
"7TH AVE N & CHURCH ST",2,2023-03-06,2025-05-05,37203,31
"7TH AVE N / MADISON ST",2,2021-05-26,2021-08-11,37208,24
"7TH AVE S & DREXEL ST",2,2023-12-30,2024-01-13,37203,30
"7TH AVE S & LAFAYETTE ST",2,2024-04-30,2024-07-03,37203,32
"7TH AVE S / DREXEL ST",2,2021-05-23,2021-05-24,37203,58
"7TH AVE S / MIDDLETON ST",2,2022-01-31,2022-12-26,37203,46
"800 CONFERENCE DR",2,2019-06-05,2020-06-02,37072,44
"800 HARRISON ST",2,2024-03-07,2025-04-26,37208,49
"800 REP JOHN LEWIS WAY S",2,2023-03-15,2023-12-02,37203,43
"801 12TH AV S",2,2019-09-26,2020-09-14,37203,41.5
"801 DERBY TRCE",2,2016-01-01,2016-06-19,37211,21.5
"801 GALLATIN AVE",2,2016-11-26,2018-05-25,37206,36
"801 HILLVIEW HTS",2,2018-03-08,2023-05-21,37204,21
"801 INVERNESS AVE",2,2018-11-03,2023-04-14,37204,26
"801 N 5TH ST",2,2016-10-28,2017-09-20,37207,60.5
"801 VANTAGE WAY CT",2,2018-11-27,2023-12-04,37228,36
"801 VINE ST",2,2021-01-08,2022-03-20,37203,NA
"802 RIVERSIDE DR",2,2020-11-01,2021-03-26,37206,18.5
"804 BLUE RIDGE DR",2,2023-03-02,2025-02-11,37207,42
"8043 BIENVILLE DR",2,2021-12-02,2022-07-20,37211,40.5
"805 AIRWAYS CIR",2,2025-02-16,2025-02-24,37214,32
"8054 REGENCY DR",2,2019-10-09,2023-03-02,37221,33
"806 DEW ST",2,2024-08-14,2024-08-16,37206,21
"806 E OLD HICKORY BLVD",2,2017-06-29,2022-09-02,37115,45
"806 REEVES RD",2,2020-02-27,2021-07-11,37013,65
"807 BROOKS AVE",2,2018-08-30,2019-06-23,37115,54
"807 GALLATIN PIKE S",2,2016-06-04,2017-04-02,37115,39.5
"808 HERITAGE CIR",2,2017-08-25,2021-05-25,37115,47
"808 SKYLINE RIDGE DR",2,2025-03-26,2025-07-20,37115,43.5
"8081 WHITES CREEK PIKE",2,2024-04-01,2024-04-17,37080,15
"809 CHARLIE PL",2,2019-11-05,2023-10-02,37207,26.5
"809 GALLATIN PIKE S",2,2023-12-01,2025-07-09,37115,38
"81 CLAIBORNE ST",2,2021-03-03,2025-07-20,37210,28
"81 VALERIA ST",2,2022-02-08,2024-07-12,37210,65
"810 JEFFERSON ST",2,2017-03-18,2017-08-19,37208,42
"811 GARFIELD ST",2,2023-05-01,2024-12-15,37208,51
"811 RACHELS VIEW",2,2020-03-23,2020-07-31,37076,30
"8110 HIGHWAY 100",2,2016-09-24,2024-08-19,37221,54
"812 CHARLIE PL",2,2017-01-02,2019-05-14,37207,38.5
"812 FOWLER ST",2,2021-12-30,2023-11-05,37115,27
"812 HONEYSUCKLE RD",2,2021-02-20,2021-04-15,37204,19
"813 WILLOW TRACE CT",2,2017-10-15,2017-10-15,37189,40
"815 CHEATHAM PL",2,2023-05-29,2025-02-16,37208,30
"816 ARBOR CREST BLVD",2,2018-05-20,2025-05-08,37013,15
"817 27TH AVE N",2,2022-10-23,2023-10-04,37208,NA
"818 CHEATHAM PL",2,2016-06-05,2017-05-21,37208,29
"818 S 6TH ST",2,2017-03-06,2023-04-08,37206,31
"819 HAMILTON CROSSINGS",2,2023-02-05,2023-04-23,37013,61
"819 HENRY HALE BLVD",2,2021-07-25,2023-11-08,37203,43
"819 SHELBY AVE",2,2018-02-13,2021-08-24,37206,36
"821 BROOKS AVE",2,2018-02-20,2018-04-01,37115,41.5
"821 SAUSSY CT",2,2022-02-21,2025-07-03,37205,18
"8212 LUREE LN",2,2020-05-01,2022-05-03,37076,34
"823 CHANNING DR",2,2021-11-04,2023-03-05,37115,30.5
"824 BIXLER AVE",2,2018-12-02,2021-08-22,37115,NA
"824 WATTS LN",2,2017-12-03,2019-04-06,37209,28
"824 WEST ARGYLE AVE",2,2022-09-15,2023-05-21,37203,49
"826 GALLAVISTA AV",2,2020-04-21,2020-04-29,37115,45
"826 MAIN ST",2,2021-01-07,2021-08-11,37206,36.5
"827 LONGHUNTER CT",2,2017-08-11,2017-09-30,37217,33
"829 FOOTPATH TER",2,2019-06-28,2020-04-16,37221,65.5
"829 MURFREESBORO PIKE",2,2023-12-06,2025-10-18,37217,40
"8328 OLD POND CREEK RD",2,2020-07-20,2021-10-28,37209,45
"833 OAK LEAF DR",2,2019-10-24,2020-06-12,37076,32
"833 TODD PREIS DR",2,2016-03-09,2017-07-21,37221,66.5
"8332 HIGHWAY 100",2,2019-10-12,2021-04-01,37221,34
"834 E MEADE AVE",2,2016-07-30,2016-07-30,37115,35.5
"836 BISHOPSGATE RD",2,2024-09-20,2025-09-03,37013,31.5
"836 DICKERSON PIKE",2,2021-03-10,2021-06-06,37207,52
"837 CLAIBORNE ST",2,2025-02-01,2025-02-01,37210,45.5
"837 MURFREESBORO PIKE",2,2023-08-24,2024-03-05,37217,27.5
"839 BRILEY PKWY",2,2023-09-21,2025-04-29,37217,34.5
"839 GARFIELD ST",2,2022-09-21,2025-07-24,37208,40.5
"8395 RILEY ADCOCK RD",2,2023-09-05,2024-05-03,37080,NA
