"Address","total_calls","first_call","last_call","Zip","median_age"
"419 BATTLE RD",3,2017-12-05,2019-09-15,37013,27
"420 ELYSIAN FIELDS RD",3,2019-04-01,2020-05-13,37211,40
"420 ROCKWOOD DR",3,2019-06-05,2019-09-24,37076,29
"4201 NOLENSVILLE PIKE",3,2017-06-05,2018-01-22,37211,39.5
"4201 NOLENSVILLE PKE",3,2020-01-08,2020-11-10,37211,29.5
"421 E THOMPSON LN",3,2016-09-14,2019-05-23,37211,28
"424 GLENPARK DR",3,2018-05-05,2018-09-12,37217,32
"426 CHESTNUT ST",3,2020-06-05,2020-07-01,37203,44
"426 MURFREESBORO PIKE",3,2017-04-21,2019-06-07,37210,37
"4300 HARDING PIKE",3,2016-10-12,2019-01-02,37205,27
"4302 WOODS ST",3,2018-02-03,2018-05-13,37138,37
"4308 MORRISWOOD DR",3,2020-07-26,2020-11-01,37204,38
"4341 CENTRAL VALLEY DR",3,2016-10-19,2019-12-16,37076,44
"440 HARDING PL",3,2018-03-15,2020-11-29,37211,35
"4400 LEBANON PKE",3,2019-12-16,2020-06-14,37138,43
"4419 TENNESSEE AV",3,2020-04-11,2020-06-28,37209,24
"444 MURFREESBORO PIKE",3,2017-07-12,2018-02-09,37210,38
"448 WILCLAY DR",3,2020-10-26,2020-12-13,37209,31
"4506 TENNESSEE AV",3,2020-02-07,2020-09-28,37209,47.5
"4506 TENNESSEE AVE",3,2016-05-01,2019-06-26,37209,41
"452 MOSS TRL",3,2017-07-09,2019-08-25,37072,43
"455 SWISS AVE",3,2016-03-09,2017-11-17,37211,42
"4551 BATON ROUGE DR",3,2016-02-20,2020-04-04,37076,31
"4559 BROOKE VALLEY DR",3,2016-03-10,2016-07-03,37076,40
"459 MYATT DR",3,2016-05-09,2020-11-09,37115,41
"4600 SETTER CT",3,2017-08-18,2017-09-10,37207,28
"4601 LEBANON PIKE",3,2017-03-27,2019-03-26,37076,31
"466 ANNEX AV",3,2019-12-31,2020-07-11,37209,35
"468 PONDER PL",3,2018-09-19,2020-05-17,37228,34
"4701 LEBANON PIKE",3,2017-12-04,2019-01-20,37076,29
"4701 OLD HICKORY BLVD",3,2018-07-03,2020-09-30,37138,35
"4724 LEBANON PKE",3,2020-05-18,2020-12-23,37076,38.5
"4772 ASHLAND CITY HWY",3,2018-03-18,2019-11-15,37218,23
"481 OLD HICKORY BLVD",3,2020-03-26,2020-04-21,37209,35
"4811 HOPEDALE DR",3,2020-03-10,2020-10-24,37211,56
"4825 HUMBER DR",3,2019-02-21,2019-07-10,37211,37
"4900 LINBAR DR",3,2017-10-13,2020-09-28,37211,23
"4TH AV S / BROADWAY",3,2017-10-28,2019-10-31,37203,26
"4TH AV S / DEMONBREUN ST",3,2017-09-14,2019-08-31,37201,47
"500 ELMINGTON AVE",3,2017-09-14,2018-03-27,37205,91
"500 PICCADILLY ROW",3,2016-04-25,2021-01-01,37013,24
"500 WEDGEWOOD AV",3,2019-10-11,2020-12-06,37204,42.5
"5000 HILLSBORO PIKE",3,2016-06-06,2019-03-02,37215,68.5
"501 ERMAC DR",3,2018-08-26,2020-10-25,37214,28
"5020 CLARKSVILLE PIKE",3,2016-06-20,2016-07-29,37189,22
"503 YALE AVE",3,2016-10-29,2018-08-31,37115,67
"504 GLENLEIGH CT",3,2016-10-26,2018-08-27,37221,27
"504 NAWAKWA TRL",3,2018-12-30,2019-03-12,37115,52
"5040 NOLENSVILLE PKE",3,2019-07-25,2020-12-10,37211,51.5
"505 CHURCH ST",3,2019-05-18,2020-03-18,37219,34
"510 BRIDGEWAY AV",3,2019-08-18,2020-10-05,37138,30
"5100 ASHLEY DR",3,2019-11-21,2020-08-20,37211,32
"5101 HARDING PL",3,2017-04-15,2019-09-28,37211,31
"5106 OLD HICKORY BLVD",3,2019-02-11,2020-11-11,37218,32.5
"511 S 8TH ST",3,2016-09-27,2018-10-09,37206,29
"515 BASSWOOD AVE",3,2017-01-31,2018-10-27,37209,60
"5160 RICE RD",3,2017-07-28,2020-06-30,37013,23
"517 COTTONWOOD DR",3,2018-09-05,2020-06-15,37214,34
"521 LEMONT DR",3,2018-07-21,2018-11-06,37216,48
"522 CLAIBORNE ST",3,2017-11-08,2020-08-05,37210,33
"5242 EDMONDSON PIKE",3,2016-09-12,2017-02-15,37211,36
"525 TUSCARORA DR",3,2016-02-01,2017-04-16,37013,32
"5263 CATSPAW DR",3,2020-08-01,2020-09-23,37013,26
"528 LANDAU DR",3,2016-10-12,2017-12-19,37209,26
"529 BEN ALLEN RD",3,2018-04-30,2019-07-06,37216,48
"5300 HICKORY HOLLOW LN",3,2017-06-20,2018-09-11,37013,26
"5300 HICKORY HOLLOW PKWY",3,2017-05-03,2020-04-01,37013,41
"5304 HICKORY HOLLOW LN",3,2018-01-21,2020-02-06,37013,29
"531 DONELSON PKE",3,2020-04-16,2020-06-13,37214,30
"531 WHISPERING OAKS PL",3,2016-09-13,2017-04-24,37211,15
"5315 MT VIEW RD",3,2018-02-14,2019-05-08,37013,31
"5319 NOLENSVILLE PIKE",3,2017-03-27,2019-05-17,37211,40
"535 MAIN ST",3,2018-05-14,2020-09-19,37206,42
"539 ANNEX AV",3,2019-10-27,2020-07-06,37209,49.5
"540 SYLVAN ST",3,2017-01-29,2018-06-29,37206,34.5
"5400 OLD HICKORY BLVD",3,2016-11-02,2020-04-11,37076,48
"541 NEELYS BEND RD",3,2017-07-09,2020-06-10,37115,46
"5410 HICKORY PARK DR",3,2016-01-14,2016-11-12,37013,17
"545 DONELSON PKE",3,2019-11-06,2020-10-20,37214,31
"5500 CHARLOTTE PKE",3,2019-09-23,2020-09-23,37209,34
"5500 CLARKSVILLE PIKE",3,2017-07-05,2018-01-14,37189,42
"552 WHISPERING OAKS PL",3,2016-01-11,2018-01-09,37211,62
"5520 NOLENSVILLE PKE",3,2019-10-22,2020-12-12,37211,33
"5582 OLD HICKORY BLVD",3,2016-01-18,2019-01-17,37076,26.5
"5600 CHARLOTTE PKE",3,2019-08-02,2020-11-02,37209,36
"5751 OLD HICKORY BLVD",3,2016-08-25,2020-08-14,37076,36
"5765 OLD HICKORY BLVD",3,2019-02-20,2020-09-07,37076,31
"577 DONELSON PKE",3,2019-08-02,2020-11-25,37214,44
"5781 OLD HICKORY BLVD",3,2018-09-15,2020-05-31,37076,36
"5811 CROSSINGS BLVD",3,2018-04-09,2020-08-18,37013,58
"583 DONELSON PKE",3,2020-02-02,2020-11-22,37214,34
"585 STEWARTS FERRY PKE",3,2020-03-08,2021-01-02,37214,36.5
"5851 OLD HICKORY BLVD",3,2018-04-15,2018-08-16,37076,27
"5926 CARL PL",3,2017-02-01,2018-04-18,37209,37
"5TH AV N / CHURCH ST",3,2016-06-18,2019-05-09,37219,41
"600 JAMES ROBERTSON PKWY",3,2016-06-13,2019-08-24,37203,30
"600 MARRIOTT DR",3,2016-09-24,2020-11-22,37214,33
"600 ROTHWOOD AV",3,2020-04-20,2020-05-29,37115,NA
"6005 NEW YORK AVE",3,2016-04-22,2017-11-20,37209,19
"601 MCPHERSON CT S",3,2017-12-03,2018-10-20,37221,29
"604 RIES AV",3,2020-03-28,2020-09-05,37209,56
"606 TRUXTON DR",3,2017-06-09,2020-07-05,37214,24
"607 NEILL AVE",3,2017-01-20,2019-06-30,37206,58
"608 ALISON CT",3,2018-09-19,2019-06-01,37217,23
"608 GALLATIN PKE N",3,2020-06-04,2020-11-30,37115,34
"610 SPENCER AVE",3,2017-01-17,2018-09-04,37209,37
"611 CHARLES E DAVIS BLVD",3,2018-12-04,2020-03-01,37210,27
"611 COMMERCE ST",3,2018-04-29,2019-02-12,37203,29.5
"6112 PENNSYLVANIA AV",3,2019-11-18,2020-06-03,37209,57
"6115 PENNSYLVANIA AVE",3,2018-03-11,2019-06-12,37209,52
"616 PALISADES CT",3,2016-10-23,2019-12-20,37027,35
"620 LARKIN SPRINGS RD",3,2017-05-16,2017-12-30,37115,27
"6201 LARAMIE AVE",3,2016-08-12,2016-12-11,37209,38
"625 GALLATIN PKE N",3,2016-01-14,2020-08-26,37115,27
"626 BATTLE RD",3,2020-02-24,2020-05-03,37135,61
"627 GAILWOOD LN",3,2019-09-03,2019-11-11,37214,31
"627 SHELBY AVE",3,2017-08-18,2018-12-31,37206,28
"628 JAMES AVE",3,2018-09-08,2019-04-30,37209,44
"629 E TRINITY LN",3,2019-06-06,2020-08-22,37207,23
"6319 CHARLOTTE PIKE",3,2016-11-09,2018-03-11,37209,40
"644 DELAWARE AV",3,2019-11-25,2020-05-06,37115,30
"6451 EATONS CREEK RD",3,2016-05-12,2020-11-25,37080,31
"6501 HARDING PIKE",3,2017-01-18,2019-01-31,37205,29
"6597 CLARKSVILLE PKE",3,2020-01-24,2020-10-10,37080,34
"6611 FLEETWOOD DR",3,2016-04-26,2016-09-30,37209,37
"664 HILL RD",3,2019-02-10,2019-07-20,37027,31
"6680 CHARLOTTE PIKE",3,2016-10-25,2019-06-28,37209,24
"6767 BROOKMONT TER",3,2016-10-17,2019-10-18,37205,81
"691 HARDING PL",3,2016-06-24,2017-07-15,37211,53
"701 DICKERSON PKE",3,2019-08-30,2020-10-06,37207,49
"7011 BONNAMERE DR",3,2017-04-18,2020-06-16,37076,47
"703 SWINGING BRIDGE RD",3,2019-01-24,2020-05-17,37138,58
"708 GLENCLIFF CT",3,2018-07-04,2020-05-13,37211,59
"709 BOWFIELD CT",3,2017-12-03,2020-12-12,37013,55.5
"710 CLEO MILLER DR",3,2017-09-23,2020-12-24,37206,38
"710 HILL AV",3,2020-01-13,2020-12-23,37210,43
"7107 CAROTHERS RD",3,2020-07-05,2020-12-28,37013,24
"717 SPENCE LN",3,2020-04-07,2020-11-20,37217,30
"720 HITE ST",3,2016-11-24,2016-11-27,37209,30.5
"720 LENA ST",3,2019-06-14,2020-04-05,37208,50.5
"721 DUE WEST AV N",3,2019-12-27,2020-04-29,37115,31.5
"7216 RIVER JUNCTION DR",3,2017-04-19,2020-09-26,37221,35
"726 OLD HICKORY BLVD W",3,2016-09-24,2020-10-20,37115,32
"728 GALLATIN AVE",3,2018-02-21,2019-02-08,37206,34
"731 HARDING PL",3,2018-04-11,2020-06-19,37220,39
"736 WILDVIEW DR",3,2016-02-09,2018-04-20,37211,71.5
"7425 HARNESS DR",3,2016-06-21,2019-02-12,37221,70
"7439 HIGHWAY 70 S",3,2016-03-06,2017-08-13,37221,39
"760 OLD HICKORY BLVD",3,2016-03-06,2019-01-28,37027,37
"7657 HIGHWAY 70 S",3,2017-04-04,2019-11-22,37221,33
"777 MCGAVOCK PKE",3,2020-06-12,2020-12-04,37214,25
"781 LEWIS ST",3,2018-06-09,2019-05-19,37210,60
"7815 HIGHWAY 100",3,2016-06-04,2018-02-15,37221,78
"786 RIVERGATE PKWY",3,2016-02-26,2017-07-28,37072,25
"788 LEWIS ST",3,2016-09-17,2020-09-05,37210,39
"790 BELL RD",3,2019-05-15,2020-02-28,37013,29
"8 ACADEMY PL",3,2017-02-03,2020-06-12,37210,30
"800 CHEYENNE BLVD",3,2017-11-01,2020-02-06,37115,40
"800 JEFFERSON ST",3,2017-03-24,2020-06-23,37208,44
"800 ROYAL PKWY",3,2017-05-13,2019-12-09,37214,27.5
"801 BROADWAY",3,2018-04-01,2020-08-24,37203,27
"8013 BONNAFAIR DR",3,2020-03-27,2020-07-30,37076,54
"8028 HIGHWAY 100",3,2017-03-26,2020-04-22,37221,23
"804 EMBER LAKE DR",3,2016-08-15,2016-11-10,37214,69
"806 SAXONY LAKE DR",3,2017-12-23,2018-03-04,37013,30
"808 WREN RD",3,2016-08-17,2020-08-29,37072,41
"810 ANDERSON LN",3,2019-05-21,2019-07-28,37115,51
"811 TUCKAHOE DR",3,2019-08-01,2020-02-28,37115,35
"816 MURFREESBORO PKE",3,2020-06-24,2020-11-12,37217,31
"817 ROCKY MOUNTAIN PKWY",3,2019-01-25,2020-01-21,37013,27
"821 MURFREESBORO PKE",3,2020-02-20,2020-12-04,37217,42
"8224 LENOX CREEKSIDE DR",3,2016-06-14,2018-03-10,37013,36
"824 AEOLIA DR",3,2017-07-21,2019-02-01,37013,37
"824 MAIN ST",3,2016-11-10,2017-11-02,37206,58
"828 NETHERLANDS DR",3,2017-07-16,2020-09-18,37076,37
"830 WOODCRAFT DR",3,2018-03-25,2018-08-12,37214,31
"8300 SAWYER BROWN RD",3,2016-05-25,2018-04-12,37221,33
"84 LESTER AVE",3,2017-01-12,2018-01-01,37210,57
"8411 CALLABEE WAY",3,2020-07-26,2020-12-31,37013,42
"847 BRILEY PKWY",3,2018-02-25,2020-08-02,37217,35.5
"849 DENSON AV",3,2019-12-03,2020-05-14,37115,61
"851 HAMILTON CROSSINGS",3,2018-07-01,2020-01-28,37013,44
"8527 BIGGS RD",3,2018-02-18,2019-11-16,37209,36
"853 BELL RD",3,2018-04-15,2019-12-25,37013,40
"857 TODD PREIS DR",3,2019-11-30,2020-10-24,37221,42
"884 CARTER ST",3,2017-11-15,2020-01-25,37206,52
"888 IDLEWILD DR",3,2017-11-04,2018-03-07,37115,39
"8949 SAWYER BROWN RD",3,2018-12-06,2020-04-06,37221,62
"9 HERMITAGE AVE",3,2017-10-03,2019-03-30,37210,35
"900 E OLD HICKORY BLVD",3,2016-11-28,2018-08-22,37115,53
"900 ROSA L PARKS BLVD",3,2018-07-25,2019-03-23,37208,44
"901 DICKERSON PKE S",3,2019-07-13,2020-12-05,37072,34
"903 CROCKETT ST",3,2019-09-14,2020-10-11,37207,52
"904 COFFEE ST",3,2017-08-14,2019-01-09,37208,22.5
"915 BELL RD",3,2019-03-28,2020-03-05,37013,30.5
"917 SWINGING BRIDGE RD",3,2017-05-19,2020-07-02,37138,39
"925 LEBANON PIKE",3,2016-07-17,2017-03-14,37210,43
"925 RACHELS PL",3,2018-08-21,2020-02-21,37076,22
"93 ENSLEY AV",3,2020-09-16,2020-12-07,37138,39
"932 ALLEN RD",3,2018-05-12,2019-02-06,37214,37
"932 DRUMMOND DR",3,2018-07-11,2021-01-02,37211,43
"935 21ST AVE N",3,2016-04-16,2018-04-06,37208,72
"936 DENSON AVE",3,2016-05-23,2016-09-17,37115,38
"938 SILVERDENE PL",3,2016-10-07,2018-02-02,37206,45
"941 CONFERENCE DR",3,2016-07-08,2020-09-28,37072,34
"99 BRIDGEWAY AVE",3,2017-12-28,2019-04-07,37138,39
"99 E WEBSTER ST",3,2016-05-21,2020-09-24,37115,29
"990 MURFREESBORO PKE",3,2020-03-04,2020-11-29,37217,36
"BROADWAY / 3RD AVE N",3,2016-08-14,2019-03-11,37201,24
"BROADWAY / 4TH AVE N",3,2017-03-24,2017-09-29,37203,23
"BROADWAY / OPRY PL",3,2018-03-14,2019-05-05,37203,31
"BUCHANAN ST / DR D B TODD JR BLVD",3,2018-05-12,2020-05-09,37208,31
"CANE RIDGE RD / BELL RD",3,2017-10-21,2020-06-25,37013,30
"CENTRAL PKE / OLD HICKORY BLVD",3,2018-08-19,2020-08-07,37076,32
"DICKERSON PKE / BROADMOOR DR",3,2018-04-09,2020-10-10,37207,34.5
"DICKERSON PKE / EWING DR",3,2018-04-04,2020-06-06,37207,75
"DR D B TODD JR BLVD / BUCHANAN ST",3,2020-01-14,2020-05-01,37208,29
"ELM HILL PKE / BRILEY PKWY N",3,2017-03-01,2020-10-16,37214,24
"GALLATIN PKE / JOYCE LN",3,2017-12-16,2020-03-10,37216,34
"GALLATIN PKE N / CONFERENCE DR",3,2018-03-28,2020-09-06,37115,31
"HERMITAGE AV / PEABODY ST",3,2016-04-24,2020-06-29,37210,45
"LAFAYETTE ST / LINCOLN ST",3,2018-04-07,2020-11-03,37210,34
"LEBANON PKE / MCGAVOCK PKE",3,2020-07-25,2020-09-26,37214,35
"MM 86 0 I65 N",3,2018-07-12,2020-07-07,37208,48
"MURFREESBORO PKE / DONELSON PKE",3,2019-12-28,2020-04-12,37214,30
"MURFREESBORO PKE / MILLWOOD DR",3,2016-08-04,2020-12-21,37217,33
"MURFREESBORO PKE / NASHBORO BLVD",3,2017-02-17,2018-02-09,37217,30
"MURFREESBORO PKE / PLUS PARK BLVD",3,2016-10-10,2020-12-02,37217,46
"OLD HICKORY BLVD / ANDREW JACKSON PKWY",3,2017-12-10,2020-04-22,37076,39.5
"OLD HICKORY BLVD / NOLENSVILLE PIKE",3,2018-01-18,2019-05-23,37211,21
"OLD HICKORY BLVD W / GALLATIN PKE N",3,2019-08-20,2020-12-02,37115,30
"OLD HICKORY BRG",3,2016-12-11,2018-09-23,37115,31
"OPRY PL / BROADWAY",3,2019-06-12,2020-07-05,37203,30
"RURAL HILL RD / MURFREESBORO PIKE",3,2017-03-22,2019-05-25,37013,46
"SHELBY AV / INTERSTATE DR",3,2017-03-21,2020-12-01,37213,55
"SHELBY ST PEDESTRIAN BRG",3,2017-03-30,2019-03-03,37201,29
"1 HICKORY CLUB DR",2,2017-09-11,2017-12-24,37013,27
"1 MUSIC SQ W",2,2020-05-20,2020-08-05,37203,35
"1 TITANS WAY",2,2018-08-02,2020-10-03,37213,39.5
"1 UNIVERSITY PARK DR",2,2017-06-27,2019-03-26,37204,47.5
"10 BURTON HILLS BLVD",2,2018-02-28,2018-02-28,37215,50.5
"10 CENTURY BLVD",2,2019-05-28,2019-07-04,37214,32
"10 FAIRFIELD AV",2,2020-03-16,2020-10-02,37210,34.5
"100 1ST AV S",2,2019-10-04,2019-10-10,37201,24
"100 ARBOR LAKE BLVD",2,2019-01-18,2019-03-18,37076,28.5
"100 CHIMNEYTOP DR",2,2016-02-28,2019-11-02,37013,22
"100 KEETON AV",2,2020-04-14,2020-04-28,37138,21
"100 LENOX PL",2,2017-08-15,2018-07-25,37072,29.5
"100 SHELBY ST",2,2016-06-12,2017-01-17,37138,59
"1000 ACORN DR",2,2019-05-01,2019-11-13,37210,35.5
"1000 DONELSON AVE",2,2016-09-03,2019-06-22,37138,49.5
"1000 JEFFERSON ST",2,2017-11-18,2018-03-28,37208,40
"1000 MCFERRIN AV",2,2020-06-23,2020-10-05,37206,60
"1000 THOMPSON PL",2,2018-10-07,2019-04-27,37217,35
"1001 MONROE ST",2,2017-03-25,2017-06-08,37208,33
"1001 SHELBY AVE",2,2016-03-11,2019-04-05,37206,49
"1003 DOUGLAS AVE",2,2016-06-28,2018-08-03,37206,18.5
"1004 CALVERT ST",2,2017-12-09,2017-12-09,37216,28
"1006 JESSAMIN RD",2,2016-02-24,2019-06-23,37204,24.5
"1006 RAMBLING RD",2,2019-11-12,2020-01-16,37217,18
"1007 MITCHELL RD",2,2016-01-12,2016-08-19,37206,50.5
"1007 RIVERSIDE DR",2,2016-08-31,2016-10-25,37206,33
"1007 W GREENWOOD AV",2,2020-04-06,2020-12-23,37206,60.5
"1008 GALLATIN PKE N",2,2019-08-01,2020-08-01,37115,26
"1008 HICKORY HOLLOW TER",2,2016-02-15,2017-04-06,37013,29.5
"101 26TH ST",2,2019-09-27,2019-10-04,37138,42
"101 ANDERSON LN",2,2016-07-03,2019-12-11,37115,49
"101 CYPRESS LEAF CT",2,2019-07-14,2019-07-17,37013,42
"101 FOOTHILL CT",2,2016-01-05,2019-05-17,37217,66
"101 HERMITAGE PARK DR",2,2017-03-10,2017-03-10,37076,21
"101 SPRING PLACE DR",2,2020-09-11,2020-11-05,37214,42
"1010 THOMPSON PL",2,2018-07-01,2019-10-24,37217,32.5
"1011 WHITES CREEK PIKE",2,2016-04-30,2018-08-01,37207,69
"1012 GALLATIN PKE S",2,2019-07-28,2020-05-11,37115,40.5
"1012 MULBERRY WAY",2,2016-05-28,2019-01-11,37207,29
"1017 BROOKSIDE WOODS BLVD",2,2019-01-15,2020-05-21,37076,39
"1020 KIRBY AVE",2,2016-04-16,2019-01-14,37217,65
"1025 ALICE ST",2,2016-04-12,2019-04-15,37218,22.5
"1027 ROSA L PARKS BLVD",2,2017-05-27,2019-09-21,37208,44.5
"1028 LISCHEY PL",2,2019-02-17,2019-03-16,37207,52.5
"103 BENSON RD",2,2018-07-08,2019-08-09,37214,31
"103 HARRIS ST",2,2020-09-02,2020-12-08,37115,55
"1033 HAMMACK CT",2,2019-02-16,2020-05-31,37214,26.5
"1036 NEW PROVIDENCE PASS",2,2016-02-23,2020-09-25,37115,45
"104 CLAIBORNE ST",2,2016-06-25,2018-12-21,37210,63
"104 ROLYNN DR",2,2016-02-26,2019-02-24,37210,41.5
"1040 W GREENWOOD AVE",2,2017-09-16,2019-02-23,37206,44.5
"1043 GENERAL GEORGE PATTON RD",2,2018-10-15,2019-08-29,37221,39
"105 APOLLO CT W",2,2020-09-22,2020-09-22,37013,26
"105 BROADWAY",2,2018-12-09,2019-10-20,37201,26
"105 HARRINGTON AVE",2,2016-08-04,2018-06-29,37115,26.5
"105 SHEPHERD HILLS DR",2,2019-11-17,2020-05-26,37115,52
"105 TIMBERLINE CT",2,2018-09-07,2019-01-07,37207,25.5
"1057 DONOHO DR",2,2020-03-19,2020-05-22,37138,32
"106 31ST AVE S",2,2017-05-05,2017-10-11,37212,67.5
"106 GALLATIN PIKE N",2,2016-05-23,2017-08-12,37115,28
"107 BEVERLY DR",2,2016-06-07,2017-02-24,37115,33.5
"107 CHARLES E DAVIS BLVD",2,2016-08-24,2017-09-08,37210,25
"107 RAYON DR",2,2019-05-25,2020-06-01,37138,38
"107 TRELLIS WAY",2,2019-07-18,2019-11-21,37072,35
"108 26TH ST",2,2020-08-04,2020-08-10,37138,48
"108 GARRETT DR",2,2018-07-26,2020-09-09,37072,39
"108 THOMPSON LN",2,2017-07-23,2019-03-19,37211,30
"108 TUCKAHOE SQ E",2,2016-01-24,2018-02-06,37207,NA
"1081 MURFREESBORO PIKE",2,2018-02-02,2019-02-27,37217,28.5
"1088 MURFREESBORO PKE",2,2019-10-04,2020-05-23,37217,34
"1089 BARNES RD",2,2016-12-23,2018-07-04,37013,40.5
"109 COMMERCE ST",2,2020-03-31,2020-04-24,37138,53
"109 LAFAYETTE ST",2,2018-02-06,2018-07-15,37210,34
"109 SADLER CT",2,2017-09-29,2020-09-03,37210,53.5
"109 SPERO RD",2,2019-11-07,2019-11-14,37072,33
"1090 MURFREESBORO PIKE",2,2017-11-08,2019-06-30,37217,30
"10TH AV N / JEFFERSON ST",2,2018-02-24,2019-11-08,37208,37
"110 2ND AVE N",2,2017-08-12,2017-10-17,37201,36
"110 3RD AV S",2,2019-08-09,2020-05-02,37201,23
"110 GIBSON DR",2,2016-07-08,2016-09-27,37115,33.5
"110 HICKORY HILL CT",2,2020-02-25,2020-07-11,37214,42.5
"110 INTERSTATE DR",2,2019-03-07,2020-05-31,37213,30.5
"1101 EDGEHILL AV",2,2020-01-12,2020-03-04,37203,69
"1101 S DOUGLAS AV",2,2020-06-20,2020-06-30,37204,55
"1102 DEW ST",2,2016-05-15,2018-07-24,37206,57
"1104 MATTHEWS PL",2,2018-12-21,2020-05-30,37206,56
"1108 57TH AVE N",2,2016-12-24,2017-01-09,37209,40
"1108 GIBSON DR",2,2020-02-25,2020-08-06,37115,52.5
"1109 BELL GRIMES LN",2,2017-06-20,2019-03-02,37207,33.5
"111 17TH AVE S",2,2019-01-29,2019-03-03,37203,39
"111 FOX TRL",2,2020-02-21,2020-12-04,37221,37.5
"1110 STOCKELL ST",2,2019-07-30,2019-10-01,37207,60.5
"1111 ARBOR LAKE BLVD",2,2018-06-14,2018-10-22,37076,52
"1112 W GROVE AV",2,2019-12-27,2020-04-09,37203,71.5
"1113 WESTCHESTER DR",2,2016-05-29,2016-07-06,37207,63.5
"1114 STAINBACK AVE",2,2016-11-18,2016-12-14,37207,30
"1116 NELSON DR",2,2017-03-13,2020-09-02,37115,36.5
"1117 CAMPBELL ST",2,2016-01-18,2018-02-10,37206,35
"1117 GALLATIN PKE S",2,2019-11-29,2020-12-04,37115,36.5
"1117 MCGAVOCK PIKE",2,2017-08-14,2018-08-23,37216,28
"112 2ND AVE N",2,2016-07-20,2017-06-23,37201,24.5
"112 BRIDGEWAY DR",2,2019-06-08,2019-06-08,37211,25
"112 BURNING TREE DR",2,2018-12-17,2019-02-06,37076,37
"1120 3RD AVE N",2,2018-06-05,2018-09-13,37208,35
"1120 BUBBLING WELL RD",2,2019-10-26,2019-12-20,37115,52.5
"1120 LITTON AVE",2,2018-04-30,2018-11-24,37216,51.5
"113 LAFAYETTE ST",2,2016-07-27,2018-11-30,37210,39
"1136 BUBBLING WELL RD",2,2019-08-14,2020-01-03,37115,42
"114 8TH AV S",2,2020-10-15,2020-11-14,37203,38
"114 BRENTWOOD SQ",2,2017-01-22,2017-02-18,37211,29
"114 SARVER AV",2,2019-09-01,2020-07-08,37115,46
"1142 GALLATIN PKE S",2,2020-02-09,2020-04-30,37115,30
"115 CHEROKEE HILLS DR",2,2018-05-29,2019-03-24,37013,16.5
"115 UNIVERSITY CT",2,2017-12-08,2019-03-12,37210,46.5
"115 WOODMONT BLVD",2,2018-02-14,2018-12-19,37205,54.5
"1157 BELL RD",2,2017-12-05,2020-10-03,37013,21.5
"116 5TH AVE N",2,2016-11-27,2017-09-25,37219,20
"116 BART DR",2,2016-09-05,2017-09-28,37013,71.5
"116 COLEMONT DR",2,2016-10-24,2020-08-16,37013,42
"116 CORBRIDGE CT",2,2017-01-23,2017-02-15,37072,18
"116 RANDY RD",2,2016-09-23,2016-10-01,37115,58
"117 KAREN RAY CT",2,2016-01-19,2019-10-18,37013,46
"117 N 6TH ST",2,2016-12-31,2017-07-09,37206,26.5
"1173 MURFREESBORO PIKE",2,2016-04-18,2016-10-02,37217,30
"1175 MURFREESBORO PKE",2,2016-02-11,2020-12-07,37217,44.5
"118 8TH AVE S",2,2018-09-01,2019-05-11,37203,43
"119 HARRIS ST",2,2019-04-15,2019-05-08,37072,53.5
"1190 GALLATIN PIKE S",2,2017-11-15,2018-03-22,37115,34.5
"1190 GALLATIN PKE S",2,2019-08-17,2020-08-11,37115,47
"1191 MURFREESBORO PIKE",2,2018-05-10,2019-01-28,37217,22
"12 E THOMPSON LN",2,2016-03-23,2017-06-19,37210,21.5
"12 EAST THOMPSON LN",2,2020-06-19,2020-09-07,37210,51
"120 ATHENS WAY",2,2017-03-23,2018-02-05,37228,42.5
"120 CARTWRIGHT CT",2,2018-03-19,2018-09-01,37072,53
"120 CROSS TIMBERS DR",2,2018-02-03,2018-12-15,37221,31.5
"120 S 5TH ST",2,2018-05-17,2020-02-22,37206,30
"120 S CARTWRIGHT CT",2,2020-04-21,2020-09-10,37072,37
"120 WHITE BRIDGE PIKE",2,2016-10-17,2017-12-01,37205,37
"1200 ARDEE AVE",2,2017-02-01,2017-02-01,37216,36
"1200 DICKERSON PIKE",2,2018-06-29,2018-11-28,37207,27.5
"1200 ORDWAY PL",2,2016-01-03,2016-01-08,37206,28
"1201 GALLATIN PKE S",2,2020-08-19,2020-11-26,37115,NA
"1201 MURFREESBORO PIKE",2,2016-12-18,2017-04-26,37217,24.5
"1202 BROADWAY",2,2020-06-29,2020-12-22,37203,46
"1203 51ST AVE N",2,2017-01-19,2019-05-28,37209,50
"1204 BELLSHIRE DR",2,2018-06-26,2018-09-18,37207,52
"1205 NEELYS BEND RD",2,2018-09-21,2019-01-19,37115,34
"1206 14TH AVE S",2,2016-09-24,2017-04-15,37212,15
"1207 JONES ST",2,2017-04-15,2020-05-08,37138,34
"1208 KIRKWOOD AVE",2,2016-05-29,2016-06-14,37212,44
"1209 AINLAY DR",2,2016-06-06,2019-09-17,37217,46
"121 4TH AV S",2,2019-11-12,2020-07-11,37203,44
"121 CHEROKEE CT",2,2017-11-15,2019-05-27,37013,46
"1211 GALLATIN PKE S",2,2019-07-03,2020-09-11,37115,30.5
"1212 CECILIA AVE",2,2017-02-10,2019-03-02,37208,39
"1212 E OLD HICKORY BLVD",2,2018-12-07,2020-12-14,37115,35.5
